Solubility_log(mol/L),SMILES,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
-4.691,CNCCCC12CCC(c3ccccc31)c1ccccc12,277.41100000000006,1,1,4.211400000000004,1
-4.69,CCC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,344.4950000000002,3,0,4.840100000000005,1
-4.69,CCCCCCCCCC(=O)OC,186.295,2,0,3.3001000000000023,1
-4.69,CCCCCCCCCCCC(=O)OC,214.34899999999996,2,0,4.080300000000003,1
-4.69,CCCCCCCCCCCC(=O)OC,214.34899999999996,2,0,4.080300000000003,1
-4.69,CCCCCCCCCCCC(=O)OC,214.34899999999996,2,0,4.080300000000003,1
-4.69,CCCCCCCCCCCC(=O)OC,214.34899999999996,2,0,4.080300000000003,1
-4.69,CCCCCCCCCCCCCCCCC(=O)O,270.4569999999999,1,1,5.9424000000000055,0
-4.69,CNCCCC12CCC(c3ccccc31)c1ccccc12,277.41100000000006,1,1,4.211400000000004,1
-4.688326948,C=C(C)CC(C)(C)C,112.21599999999998,0,0,2.9987000000000013,1
-4.685572701819716,CN1CCN(c2ccc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)cc2)CC1,490.6290000000003,5,1,3.832200000000003,1
-4.6845024567,[I-].[I-].[I-].[Rh+3],483.618,0,0,-8.990499999999999,1
-4.6835903829,COC1CCCCCCCCCCC1,198.34999999999994,1,0,4.306100000000004,1
-4.6835,O=Nc1ccc(NNC(=O)c2ccccc2)cc1,241.25000000000003,4,2,2.841400000000001,1
-4.683,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,333.86300000000006,4,1,3.587500000000002,1
-4.683,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,333.86300000000006,4,1,3.587500000000002,1
-4.683,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,333.86300000000006,4,1,3.587500000000002,1
-4.6828,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,333.86300000000006,4,1,3.587500000000002,1
-4.6808820955,CCCCC(CC)CCl,148.677,0,0,3.441600000000002,1
-4.6803670486,CC1=CCC(C(C)CC2CCCC2=O)CC1,220.3559999999999,1,0,4.128200000000003,1
-4.68,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,352.3900000000001,4,1,2.782800000000001,1
-4.68,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,366.4170000000001,4,1,3.172900000000002,1
-4.68,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,297.65599999999995,6,0,3.144300000000002,1
-4.68,Clc1cc(Cl)c(Cl)c(Cl)c1,215.894,0,0,4.3002,1
-4.68,S=C=Nc1cccc(I)c1,261.087,2,0,3.025500000000001,1
-4.679,Cc1cccc2c(C)cccc12,156.228,0,0,3.456640000000002,1
-4.678999999999999,Cc1cccc2c(C)cccc12,156.228,0,0,3.456640000000002,1
-4.6786900339,CCCCCCCCCCCCCCCCCC[NH+](C)C.[Cl-],334.0319999999999,0,1,2.3964000000000016,1
-4.678,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,366.4170000000001,4,1,3.172900000000002,1
-4.678,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,366.4170000000001,4,1,3.172900000000002,1
-4.6776,CCC(C)C(C)(C)C,114.23199999999999,0,0,3.0786000000000016,1
-4.677254916750572,Oc1ccc(-c2noc(-c3cccnc3)n2)cc1,239.23400000000004,5,1,2.5042,1
-4.6772,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,475.58300000000014,3,1,5.305400000000005,0
-4.676528089,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,474.8190000000001,8,0,2.873000000000001,1
-4.6745621224,CC(=O)C(N=Nc1ccc(S(=O)(=O)[O-])cc1[N+](=O)[O-])C(=O)Nc1ccccc1.CC(=O)C(N=Nc1ccc(S(=O)(=O)[O-])cc1[N+](=O)[O-])C(=O)Nc1ccccc1.[Ca+2],850.8140000000002,18,2,3.977000000000003,0
-4.6744729174,CCCCCCCCCc1cc2ccccc2c(S(=O)(=O)[O-])c1CCCCCCCCC.CCCCCCCCCc1cc2ccccc2c(S(=O)(=O)[O-])c1CCCCCCCCC.[Mg+2],943.7369999999995,6,0,16.279399999999963,0
-4.673997733117946,Cc1noc(-c2ccc(-c3ccc(CC(=O)O)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1Cl,490.9430000000002,5,2,6.907220000000004,0
-4.673955142947485,Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,264.32800000000003,1,2,3.6575200000000017,1
-4.6731215617,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.[Cl-].[H+],513.5090000000002,3,1,2.2045000000000003,0
-4.672731896,CN1C(C)(C)CC(OC(=O)CC(C(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(CC(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(=O)OC2CC(C)(C)N(C)C(C)(C)C2)CC1(C)C,847.2359999999995,12,0,7.77740000000001,0
-4.672600009264787,Fc1ccc(-c2nnc(CN3CCC(c4c[nH]c5ccccc45)CC3)o2)cc1,376.4350000000002,4,1,4.736600000000004,1
-4.6725029066,O=S(=O)(O)c1cccc2cc(Nc3ccccc3)cc(Nc3ccccc3)c12,390.4640000000001,4,3,5.573700000000003,0
-4.6704052705,CC1=CCC2C(C1)C2(C)C,136.238,0,0,2.9987000000000013,1
-4.6704,CC(C)CC(C)(C)C,114.23199999999999,0,0,3.0786000000000016,1
-4.670315127310364,O=C(Nc1nc2ccccc2[nH]1)c1ccncc1,238.25000000000003,3,2,2.2101999999999995,1
-4.67,CCCCCCCCCCCCN1CCCC1=O,253.42999999999992,1,0,4.529700000000004,1
-4.67,CCCCCCCCCCCCO,186.33899999999997,1,1,3.8996000000000035,1
-4.67,CCCCCCCCCCCCO,186.33899999999997,1,1,3.8996000000000035,1
-4.67,CCCCCCCCOC(=O)c1ccc(O)c(I)c1,376.23400000000004,3,1,4.514100000000004,1
-4.67,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.6110000000002,6,0,5.093080000000005,0
-4.6698435423,C/C=C/C.C=CCC,112.216,0,0,3.1648000000000023,1
-4.668653849502553,Cc1ccc2c(CC(=O)NCc3cccs3)coc2c1,285.36800000000005,3,1,3.661620000000002,1
-4.6677879254,O=C([O-])C(=O)[O-].[Co+2],146.951,4,0,-3.5163,1
-4.6673277833,CCN(CC)c1cc(NC(C)=O)c(N=Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,464.8660000000002,9,1,5.385000000000005,0
-4.667,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,329.76200000000006,4,0,3.7376000000000023,1
-4.662943302735892,Cc1ccc(NC(=O)c2cccc3cccnc23)cc1,262.312,2,1,3.7955200000000016,1
-4.6620645831,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,422.52500000000026,6,0,2.4854000000000003,1
-4.6613,Cc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1,229.235,3,0,3.695520000000003,1
-4.6602344394,CCCCCCCCCCCC(=O)OCC(O)CO,274.40099999999995,4,2,2.8037000000000014,1
-4.66,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)Cc3ccccc3)CCC12,406.5660000000002,3,0,5.672800000000006,0
-4.66,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,291.265,6,0,3.2711000000000023,1
-4.66,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,291.265,6,0,3.2711000000000023,1
-4.66,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,291.265,6,0,3.2711000000000023,1
-4.66,COCC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,304.1290000000001,4,0,2.8817000000000013,1
-4.66,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,278.348,4,0,3.3122000000000025,1
-4.66,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,278.348,4,0,3.3122000000000025,1
-4.6599585126,CCCCC(CC)COC(=O)OOC(C)(C)C,246.34699999999995,4,0,4.086100000000004,1
-4.65844166,O=C1C=Cc2ccccc2/C1=N/Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1.[Na+],455.45100000000014,7,2,1.7648000000000006,1
-4.6582,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,300.44200000000006,1,1,4.904900000000004,1
-4.657,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,4,1,3.566200000000003,1
-4.657,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,4,1,3.566200000000003,1
-4.657,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,4,1,3.566200000000003,1
-4.656935534027452,COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2nccs2)nc1OC,447.52000000000015,8,1,3.917720000000002,1
-4.6536052692,COc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cc1[N+](=O)[O-],315.2850000000001,5,2,1.9546,1
-4.6532020914,CC1=CCCC(C)(C)C1C(C)CCC=O,208.34499999999997,1,0,3.9841000000000033,1
-4.6529288002,CC1(C)CCC2OC23C(C)(C)C2CCC13C2,220.35599999999994,1,0,3.7703000000000033,1
-4.6524349135000005,CCCCCCCCCCCCCCCCN(C)C,269.51699999999994,1,0,6.029300000000006,0
-4.652076754675992,CSc1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1,381.5010000000001,5,1,4.3678000000000035,1
-4.652,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,316.48500000000007,2,1,4.515300000000004,1
-4.650690510829506,COc1ccc(-c2csc3ncnc(Oc4ccc(C)nc4)c23)cc1,349.4150000000001,6,0,4.862620000000004,1
-4.65,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,316.48500000000007,2,1,4.515300000000004,1
-4.65,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,316.48500000000007,2,1,4.515300000000004,1
-4.65,COc1ccc2cc(C(C)C(=O)OCC(C)=O)ccc2c1,286.32699999999994,4,0,3.084100000000001,1
-4.65,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,316.48500000000007,2,1,4.515300000000004,1
-4.65,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,316.48500000000007,2,1,4.515300000000004,1
-4.6498,CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCCC1,330.83300000000014,4,0,3.3781000000000025,1
-4.64937639090154,COc1ccc(CN2CCc3nc(-c4cccnc4)nc(O)c3C2)c(C)c1C,376.4600000000002,6,1,3.427940000000002,1
-4.647018086754883,O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccccc2)CC1,366.4360000000001,2,1,3.393900000000002,1
-4.645898698485891,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.9100000000004,7,1,4.275600000000003,1
-4.6451400046,CCCCC(CC)COC(C)=O,172.26799999999997,2,0,2.765900000000001,1
-4.6442,O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,260.051,2,0,2.3881000000000006,1
-4.6439814041,CC/C=C/CCOC(=O)c1ccccc1O,220.26800000000003,3,1,2.9053000000000018,1
-4.6434,CCCCCc1ccccc1,148.249,0,0,3.4193000000000024,1
-4.64022462752594,N#CCCN(C(=O)c1cccs1)C12CC3CC(CC(C3)C1)C2,314.4540000000001,3,0,4.072780000000003,1
-4.64,CCCCCc1ccccc1,148.249,0,0,3.4193000000000024,1
-4.64,C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,1202.634999999999,12,5,3.2690000000000046,0
-4.64,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2O,268.356,2,2,3.7362000000000033,1
-4.64,CCCCCc1ccccc1,148.249,0,0,3.4193000000000024,1
-4.64,CCCCCc1ccccc1,148.249,0,0,3.4193000000000024,1
-4.64,CCCCCc1ccccc1,148.249,0,0,3.4193000000000024,1
-4.64,CCCCCc1ccccc1,148.249,0,0,3.4193000000000024,1
-4.64,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,326.83100000000013,4,1,3.7227000000000023,1
-4.64,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,308.315,5,1,2.4042000000000003,1
-4.64,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832,0,0,3.644400000000001,1
-4.64,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832,0,0,3.644400000000001,1
-4.6399,Oc1c(Cl)cc(Cl)cc1Cc1ccccc1,253.128,1,1,4.289800000000002,1
-4.639132277956021,O=C(Nc1nccs1)c1c2c(nc3ccccc13)CCC2,295.36700000000013,4,1,3.4323000000000023,1
-4.638699121329804,N#CCCN(C(=O)c1sccc1C#N)C12CC3CC(CC(C3)C1)C2,339.46400000000017,4,0,3.944460000000003,1
-4.6383,Nc1ccc(-c2ccc(Cl)cc2)cc1,203.67200000000003,1,1,3.5892000000000017,1
-4.635481621399999,CCCCC(CC)COC(=O)CS,204.33499999999998,3,1,2.675800000000001,1
-4.6349,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,431.4520000000002,10,2,0.19279999999999942,1
-4.6347,c1ccc2c(c1)CCc1ccccc1-2,180.25,0,0,3.452200000000002,1
-4.6341446203,CCCCCCCCCCCCOC(=O)C(C)O,258.40199999999993,3,1,3.831300000000003,1
-4.634,CCN1c2ncccc2C(=S)N(C)c2cccnc21,270.361,4,0,2.759900000000001,1
-4.6339999999999995,CCN1c2ncccc2C(=S)N(C)c2cccnc21,270.361,4,0,2.759900000000001,1
-4.633762935371192,COc1ccc2nc(C)c(C(=O)Nc3ccccc3N3CCCC3)cc2c1,361.4450000000002,4,1,4.404320000000003,1
-4.6327996787,CO[Si](OC)(C1CCCC1)C1CCCC1,228.4079999999999,2,0,3.6098000000000026,1
-4.6324209502,CCCCCCCCC(C)C#N,167.296,1,0,3.8966800000000035,1
-4.632,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,300.314,4,2,3.8659000000000017,1
-4.632,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,300.314,4,2,3.8659000000000017,1
-4.6304,Clc1ccc(Oc2ccccc2)c(Cl)c1,239.101,1,0,4.785700000000003,1
-4.6301,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,372.5050000000002,4,0,4.266700000000004,1
-4.63,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,298.42600000000004,2,1,3.4925000000000024,1
-4.63,c1cc2c3c(cccc3c1)CC2,154.21199999999993,0,0,2.9384000000000006,1
-4.63,c1cc2c3c(cccc3c1)CC2,154.21199999999993,0,0,2.9384000000000006,1
-4.63,c1cc2c3c(cccc3c1)CC2,154.21199999999993,0,0,2.9384000000000006,1
-4.63,c1cc2c3c(cccc3c1)CC2,154.21199999999993,0,0,2.9384000000000006,1
-4.63,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,372.5050000000002,4,0,4.266700000000004,1
-4.63,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,372.5050000000002,4,0,4.266700000000004,1
-4.63,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,372.5050000000002,4,0,4.266700000000004,1
-4.63,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,298.42600000000004,2,1,3.4925000000000024,1
-4.63,CC1C(N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,331.34700000000004,5,2,1.7095000000000002,1
-4.63,CCCCCCCCCC(=O)OC,186.295,2,0,3.3001000000000023,1
-4.63,CCCCCCCCCC(=O)OC,186.295,2,0,3.3001000000000023,1
-4.63,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,298.304,6,0,3.2283800000000014,1
-4.63,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,390.9580000000002,2,0,5.555620000000006,0
-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1,215.894,0,0,4.3002,1
-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1,215.894,0,0,4.3002,1
-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1,215.894,0,0,4.3002,1
-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1,215.894,0,0,4.3002,1
-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1,215.894,0,0,4.3002,1
-4.63,c1cc2c3c(cccc3c1)CC2,154.21199999999993,0,0,2.9384000000000006,1
-4.628666061399768,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,429.52400000000017,6,2,4.354600000000003,1
-4.6282058436,CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O,488.54400000000044,7,0,3.7774000000000028,1
-4.6272,c1ccc(CCc2ccccc2)cc1,182.26600000000002,0,0,3.4718000000000018,1
-4.6271,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,298.42600000000004,2,1,3.4925000000000024,1
-4.6267485225,CCCCCCCCCC(=O)OC,186.295,2,0,3.3001000000000023,1
-4.62666467971518,CC(=O)N1CCC(Nc2ncnc3cc(-c4ccc(Br)cc4)sc23)CC1,431.3590000000001,5,1,4.543600000000003,1
-4.6234419541000005,Cc1ccccc1NC(=O)c1cc2ccccc2cc1O,277.32300000000004,2,2,4.106120000000002,1
-4.6202577876,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,296.153,2,2,4.364100000000001,1
-4.62,c1ccc(CCc2ccccc2)cc1,182.26600000000002,0,0,3.4718000000000018,1
-4.62,c1ccc(CCc2ccccc2)cc1,182.26600000000002,0,0,3.4718000000000018,1
-4.62,c1ccc(CCc2ccccc2)cc1,182.26600000000002,0,0,3.4718000000000018,1
-4.62,c1ccc(CCc2ccccc2)cc1,182.26600000000002,0,0,3.4718000000000018,1
-4.62,Cc1ccc(-c2ccccc2)cc1,168.239,0,0,3.662020000000002,1
-4.62,Cc1ccc(-c2ccccc2)cc1,168.239,0,0,3.662020000000002,1
-4.62,CCCCCCCC(=O)OCSc1ncnc2[nH]cnc12,308.407,6,1,3.3062000000000014,1
-4.62,CCCCCCCCCCCC(=O)O,200.32199999999997,1,1,3.991900000000002,1
-4.62,CCCCCCCCCCCC(=O)O,200.32199999999997,1,1,3.991900000000002,1
-4.62,Cc1ccc(-c2ccccc2)cc1,168.239,0,0,3.662020000000002,1
-4.62,Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CCCCC2)cc1,324.4420000000001,4,0,3.4232200000000024,1
-4.62,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.793,4,1,3.9273200000000026,1
-4.62,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.793,4,1,3.9273200000000026,1
-4.62,c1ccc(CCc2ccccc2)cc1,182.26600000000002,0,0,3.4718000000000018,1
-4.619923834,C=C(C)C(=O)OCCOC(=O)NCCC(C)CC(C)(C)CNC(=O)OCCOC(=O)C(=C)C,470.56300000000033,8,2,3.119900000000002,1
-4.6195835711,CCCCCCCCCCCC(=O)O,200.32199999999997,1,1,3.991900000000002,1
-4.6185,Cc1ccc(-c2ccccc2)cc1,168.239,0,0,3.662020000000002,1
-4.6168,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,372.4610000000002,5,0,3.7113000000000023,1
-4.615426652200915,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,482.62800000000027,5,1,4.773280000000004,1
-4.6134788775999995,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,246.39399999999995,1,0,4.3742000000000045,1
-4.611806683867112,Cc1nnc(N2CCC(CNc3ccc(C#N)cn3)C2)c(C#N)c1C,333.39900000000017,7,1,2.1701999999999995,1
-4.6112212345,CN1C(C)(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)N(C)C(C)(C)C2)CC1(C)C.COC(=O)CCCCCCCCC(=O)OC1CC(C)(C)N(C)C(C)(C)C1,878.3339999999994,11,0,10.971199999999994,0
-4.611143148644345,Cc1cccc2c(=O)n(CCC(=O)Nc3cc(C4CC4)n[nH]3)cnc12,337.38300000000004,5,2,2.3342199999999993,1
-4.611000000000001,COc1cc(OC)c2c(c1Cl)O[C@]1(C2=O)C(OC)CC(=O)C[C@H]1C,354.7860000000002,6,0,2.685100000000001,1
-4.61,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,404.5030000000002,6,2,2.3524000000000003,1
-4.61,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCCCC1,296.3880000000001,4,0,2.6446200000000006,1
-4.61,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.7700000000001,6,0,2.8103000000000007,1
-4.61,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.7700000000001,6,0,2.8103000000000007,1
-4.61,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.7700000000001,6,0,2.8103000000000007,1
-4.61,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,250.19999999999996,2,2,3.035600000000001,1
-4.61,O=c1oc(-c2ccccc2)nc2ccccc12,223.231,3,0,2.8550000000000013,1
-4.61,O=c1oc(-c2ccccc2)nc2ccccc12,223.231,3,0,2.8550000000000013,1
-4.61,O=c1nc(-c2ccccc2)oc2ccccc12,223.23099999999997,3,0,2.8550000000000013,1
-4.608629384308406,CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,361.42600000000004,5,1,5.109000000000003,0
-4.6084,O=c1oc(-c2ccccc2)nc2ccccc12,223.231,3,0,2.8550000000000013,1
-4.608374179498693,Cc1nc2cc(NC(=O)CCc3c(C)nc4c(c(C)nn4C)c3C)ccc2o1,377.44800000000004,6,1,3.914480000000003,1
-4.6064,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,375.73,5,0,4.486400000000002,1
-4.6063887787,C=CC(=O)OCCC[Si](OC)(OC)OC,234.32399999999996,5,0,0.9837999999999998,1
-4.6051146656,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2],310.174,8,0,-6.7916,1
-4.6026,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,300.3430000000001,5,2,2.0128,1
-4.6024,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,256.21299999999997,5,3,1.5788000000000004,1
-4.6022,S=C=Nc1cccc2ccccc12,185.251,2,0,3.5741000000000014,1
-4.6021,Cc1c(Cl)c(O)c(Cl)c(Cl)c1Cl,245.92,1,1,4.314220000000001,1
-4.602,S=C=Nc1cccc2ccccc12,185.251,2,0,3.5741000000000014,1
-4.6001,CCCCCCCOC(=O)c1ccc(N)cc1,235.327,3,1,3.3960000000000017,1
-4.6,c1ccc2c(c1)oc1ccccc12,168.195,1,0,3.586000000000001,1
-4.6,c1ccc2c(c1)oc1ccccc12,168.195,1,0,3.586000000000001,1
-4.6,CCCCCCCOC(=O)c1ccc(N)cc1,235.327,3,1,3.3960000000000017,1
-4.6,CC#Cc1cc(C)nc(Nc2ccccc2)n1,223.27900000000002,3,1,2.9000200000000005,1
-4.6,CCCCCCCOC(=O)c1ccc(N)cc1,235.327,3,1,3.3960000000000017,1
-4.6,CCOC1=CC(=O)C2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)C(C)C1,366.79700000000014,6,0,3.200400000000002,1
-4.6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.793,4,1,3.9273200000000026,1
-4.6,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832,0,0,3.644400000000001,1
-4.6,Clc1cc(Cl)cc(Cl)c1,181.449,0,0,3.6468000000000007,1
-4.6,c1ccc2c(c1)oc1ccccc12,168.195,1,0,3.586000000000001,1
-4.6,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,314.46900000000005,2,0,4.723500000000005,1
-4.6,CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,444.56800000000015,6,2,3.154600000000001,1
-4.6,S=C=Nc1cccc2ccccc12,185.251,2,0,3.5741000000000014,1
-4.6,S=C=Nc1cccc2ccccc12,185.251,2,0,3.5741000000000014,1
-4.6,c1ccc2c(c1)oc1ccccc12,168.195,1,0,3.586000000000001,1
-4.599788066423269,Cc1cc(C(=O)Nc2cccc(-c3cnco3)c2)c2c(C)nn(C)c2n1,347.3780000000001,6,1,3.492440000000002,1
-4.599310645308856,COc1ccccc1CC(=O)Nc1ncc(C)s1,262.334,4,1,2.6413200000000003,1
-4.5985985087,C=C(C)C(=O)OC1CC(C)CC(C)(C)C1,210.31699999999992,2,0,3.320500000000002,1
-4.598,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,277.408,2,1,4.308220000000004,1
-4.5971,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,395.43400000000014,5,1,2.423800000000001,1
-4.5961,CCCCC(C)C,100.20499999999998,0,0,2.832600000000001,1
-4.596065772,CCCC[Sn](CCCC)(CCCC)CCCC,347.1750000000002,0,0,6.635600000000007,0
-4.595502563999999,O=C(OCCCOCCCOC(=O)c1ccccc1)c1ccccc1,342.391,5,0,3.497200000000002,1
-4.594,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,234.2989999999999,3,1,1.5305,1
-4.593999999999999,CN(C)c1ccc(N=Nc2ccc(N)cc2)cc1,240.31,4,1,3.7502000000000013,1
-4.593999999999999,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,234.2989999999999,3,1,1.5305,1
-4.5937500267,N#CCCOCCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,392.41900000000015,8,0,4.660560000000005,1
