No,Name,Updated SMILES,%F,logK(%F),Category,Source,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
142,Carbimazole,CCOC(=O)n1ccn(C)c1=S,0.0,-2.0,0,"5,8,13,14,16",186.236,5,0,1.56069,1
143,Carmustine,O=NN(CCCl)C(=O)NCCCl,11.5,-0.88624543,0,"5,8,13,14,16",214.052,3,1,1.157,1
144,Carteolol,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,88.0,0.865301426,1,"5,8,13,14,15,16",292.37899999999996,4,3,1.6990999999999998,1
145,Carvedilol (racemic),COc1ccccc1OCCNCC(O)OCc1cccc2[nH]c3ccccc3c12,25.0,-0.477121255,0,"5,8,10,12,13,14,15,16",406.482,5,3,3.833300000000002,1
146,Cefacetrile,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,0.0,-2.0,0,"5,8,13,14,16",339.32900000000006,7,2,-0.7982199999999984,1
147,Cefaclor,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,90.0,0.954242509,1,"3,5,8,13,14,15,16",367.814,5,3,0.6213000000000004,1
148,Cefadroxil,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,95.0,1.278753601,1,"5,8,10,12,13,14,15,16",363.3950000000001,6,4,0.15050000000000108,1
149,Cefamandole,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,96.0,1.380211242,1,"15,16",462.5130000000001,10,3,-0.2255999999999989,1
150,Cefatrizine,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CSC12)c1ccc(O)cc1,66.0,0.288065018,1,"5,8,10,13,14,16",462.5130000000001,9,5,0.041000000000000425,1
151,cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,0.0,-2.0,0,"3,5,8,10,13,14,15,16",454.5190000000002,12,2,-0.6360799999999995,0
152,cefcanel daloxate,Cc1nnc(SCC2=C(C(=O)OCc3oc(=O)oc3C)N3C(=O)C(NC(=O)C(OC(=O)C(C)N)c4ccccc4)C3SC2)s1,40.0,-0.176091259,0,"5,8,13,14,16",661.7400000000002,15,2,1.8223400000000012,0
153,Cefdinir,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,18.5,-0.64398588,0,"5,8,13,14,15,16",395.4220000000001,9,4,-0.17179999999999884,1
154,Cefditoren,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,14.0,-0.788370416,0,"5,8,13,14,16",506.5910000000002,11,3,1.2927199999999992,0
155,Cefepime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,99.0,1.995635195,1,"10,15,16",481.58000000000027,9,3,0.054800000000001625,1
156,Cefetamet,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1csc(N)n1,47.0,-0.052178012,0,"10,16",397.43800000000005,9,3,-0.16569999999999918,1
157,Cefixime,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,47.0,-0.052178012,0,"5,8,10,12,13,14,15,16",453.45800000000014,10,4,-0.5447999999999991,1
158,Cefodizime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,0.0,-2.0,0,"5,8,13,14,16",584.683,13,4,0.9987200000000007,0
159,Cefoperazone,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,10.0,-0.954242509,0,"5,8,13,14,16",645.6800000000003,13,4,-1.1119999999999965,0
160,Cefoxitin,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,0.0,-2.0,0,"5,8,13,14,16",427.4600000000002,8,3,0.09859999999999991,1
161,Cefpodoxime Proxetil,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,52.0,0.034762106,1,"15,16",557.6070000000001,14,2,0.8270000000000015,0
162,Cefprozil,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,90.0,0.954242509,1,"5,8,13,14,15,16",389.4330000000001,6,4,0.7067000000000008,1
163,Ceftazidime,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,0.0,-2.0,0,"5,8,13,14,16",547.5950000000003,10,4,0.03550000000000281,0
164,Ceftibuten,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,82.5,0.6734159,1,"5,8,13,14,16",410.4330000000001,8,4,-0.0481999999999998,1
165,Ceftizoxime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,0.0,-2.0,0,"5,8,13,14,16",383.41100000000006,9,3,-0.5557999999999992,1
166,Ceftriaxone,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,0.0,-2.0,0,"5,8,10,13,14,16",554.592,14,4,-1.6112999999999973,0
167,Cefuroxime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,32.0,-0.327358934,0,"5,8,10,13,14,15,16",424.39100000000013,9,3,-0.5359999999999987,1
168,Celiprolol,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,40.0,-0.176091259,0,"5,8,13,14,16",379.5010000000002,5,3,2.8907000000000007,1
169,Cephalexin,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,90.0,0.954242509,1,"3,5,8,10,12,13,14,15,16",347.3960000000001,5,3,0.4449000000000012,1
170,Cephalothin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,0.0,-2.0,0,"5,8,13,14,16",396.4460000000001,7,2,0.5923000000000007,1
171,Cephapirin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,0.0,-2.0,0,"5,8,13,14,16",423.4720000000001,8,2,0.4754000000000007,1
172,Cephradine,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,94.0,1.194976603,1,"5,8,10,12,13,14,15,16",349.4120000000001,5,3,0.34860000000000113,1
173,Cerivastatin,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,60.0,0.176091259,1,"5,8,10,13,14,15,16",459.5580000000002,5,3,4.8807000000000045,1
174,Cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,90.0,0.954242509,1,"5,8,12,13,14,15,16",388.8950000000002,4,1,3.148200000000002,1
175,Chlorambucil,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,82.0,0.658541347,1,"3,5,8,10,12,13,14,15,16",304.217,2,1,3.377900000000002,1
176,Chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,82.0,0.658541347,1,"3,5,8,10,12,13,14,15,16",323.13199999999995,5,3,0.9089999999999998,1
177,Chloramphenicol_palmitate,CCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,80.0,0.602059991,1,"5,8,13,14,16",561.5470000000001,6,2,6.941200000000008,0
178,Chlordiazepoxide,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,99.0,1.995635195,1,"5,8,10,12,13,14,15,16",299.761,3,1,2.950700000000001,1
179,Chlorhexidine,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,1.0,-1.995635195,0,"5,8,13,14,16",505.4580000000001,2,6,3.3366000000000007,0
180,Chlormezanone,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,99.0,1.995635195,1,"5,8,13,14,16",273.741,3,0,1.6155000000000002,1
181,Chloroquine,CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12,80.0,0.602059991,1,"5,8,10,12,13,14,15,16",319.88000000000005,3,0,4.446400000000004,1
182,Chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,13.0,-0.8255759,0,"5,8,13,14,15,16",295.72900000000004,5,2,-0.0608999999999999,1
183,Chloroxine,Oc1c(Cl)cc(Cl)c2cccnc12,89.0,0.907997321,1,"5,8,13,14,16",214.051,2,1,3.2472000000000003,1
184,Chlorpheniramine,CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1,41.0,-0.158068155,0,"5,8,10,12,13,14,15,16",275.783,3,0,3.434700000000002,1
185,Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,25.0,-0.477121255,0,"3,5,8,10,12,13,14,15,16",318.8730000000001,3,0,4.894400000000004,1
186,CHLORPROPAMIDE,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,95.0,1.278753601,1,"5,8,10,13,14,15,16",276.745,3,2,1.7379,1
187,Chlorprothixene,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,41.0,-0.158068155,0,"5,8,13,14,16",315.869,2,0,5.188000000000004,0
188,Chlortetracycline,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,30.0,-0.367976785,0,"3,5,8,13,14,16",478.8850000000002,9,6,0.2824000000000005,0
189,Cibenzoline,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,86.0,0.788370416,1,"5,8,10,13,14,16",262.35599999999994,2,1,2.994300000000001,1
190,Cicaprost,CCC#CCC(C)C(O)C#CC1C(O)CC2CC(=CCOCC(=O)O)CC21,99.0,1.995635195,1,"5,8,13,14,16",374.47700000000015,4,3,2.2249,1
191,Ciclesonide,CC(C)C(=O)OCC(=O)C12OC(C3CCCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,1.0,-1.995635195,0,"5,8,13,14,16",540.6970000000002,7,1,4.703900000000005,0
192,Cicloprolol,CC(C)NCC(O)COc1ccc(OCCOCC2CC2)cc1,99.0,1.995635195,1,"5,8,13,14,16",323.43300000000005,5,2,2.2296999999999993,1
193,Cidofovir,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,5.0,-1.278753601,0,"5,8,10,12,13,14,15,16",279.18899999999996,7,4,-1.6618000000000002,1
194,CILAZAPRIL,CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,60.0,0.176091259,1,"5,8,13,14,15,16",417.5060000000003,6,2,1.5955,1
195,Cilazaprilat,O=C(O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,26.0,-0.454258372,0,"5,8,13,14,16",389.4520000000002,5,3,1.1170000000000004,1
196,Cilomilast,COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,99.0,1.995635195,1,"5,8,10,13,14,16",343.4230000000002,4,1,4.052780000000003,1
197,Cimetidine,CN=C(NC#N)NCCSCc1nc[nH]c1C,60.0,0.176091259,1,"3,5,8,10,12,13,14,15,16",252.347,4,3,0.5973999999999997,1
198,Cimetropium,C[N+]1(CC2CC2)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.0,-1.69019608,0,"5,8,13,14,16",358.4580000000001,4,1,1.8428999999999995,1
199,Cinacalcet,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,20.0,-0.602059991,0,"5,8,12,13,14,16",357.41900000000004,1,1,6.142000000000005,0
200,Cinolazepam,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,95.0,1.278753601,1,"5,8,13,14,16",357.772,4,1,2.8951800000000008,1
201,cinoxacin,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,72.5,0.421005313,1,"15,16",262.22099999999995,6,1,0.8432999999999997,1
202,Ciprofibrate,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,99.0,1.995635195,1,"5,8,13,14,16",289.158,2,1,3.589800000000003,1
203,Ciprofloxacin,O=C(O)c1cn(C2CC2)c2nc(N3CCCCC3)c(F)cc2c1=O,60.0,0.176091259,1,"3,5,8,10,12,13,14,15,16",331.34700000000004,5,1,2.559000000000001,1
204,Cisapride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,40.0,-0.176091259,0,"5,8,12,13,14,15,16",465.9530000000003,6,2,3.358100000000002,1
205,Cladribine,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,45.0,-0.087150176,0,"5,8,13,14,15,16",285.69100000000003,8,3,-0.29740000000000044,1
206,Clarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,55.0,0.087150176,1,"3,5,8,10,12,13,14,15,16",747.9640000000002,14,4,2.439700000000004,0
207,Clavulanic Acid (Clavulanate),O=C(O)C1C(=CCO)OC2CC(=O)N21,75.0,0.477121255,1,"3,5,8,12,13,14,15,16",199.16199999999998,4,2,-1.0956,1
208,Clemastine,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,37.0,-0.231138825,0,"5,8,13,14,15,16",343.898,2,0,5.104400000000005,0
209,Clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,99.0,1.995635195,1,"5,8,13,14,16",277.195,3,3,2.9971000000000005,1
210,Clinafloxacin,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,90.0,0.954242509,1,"5,8,10,13,14,16",365.79200000000014,5,2,2.3644999999999996,1
211,Clindamycin,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,87.0,0.8255759,1,"5,8,10,12,13,14,15,16",424.99100000000016,7,4,0.38950000000000035,1
212,Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,90.0,0.954242509,1,"5,8,13,14,15,16",300.74500000000006,2,0,3.3712000000000018,1
213,Clodronate,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,1.0,-1.995635195,0,"5,8,13,14,16",244.891,2,4,0.43070000000000036,1
214,Clofarabine,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,50.0,0.0,0,"5,8,13,14,16",303.681,8,3,-0.34940000000000027,1
215,Clofazimine,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,57.0,0.1224064,1,"5,8,13,14,15,16",473.40700000000015,4,1,7.489800000000005,0
216,Clofibrate,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,95.0,1.278753601,1,"3,12,15,16",242.702,3,0,3.060500000000001,1
217,Clomethiazole,Cc1ncsc1CCCl,25.0,-0.477121255,0,"5,8,13,14,16",161.65699999999998,2,0,2.2328200000000002,1
218,Clomifene,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,90.0,0.954242509,1,"5,8,13,14,16",405.96900000000005,2,0,6.562600000000006,0
219,Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,51.0,0.017374096,1,"5,8,13,14,16",314.86,2,0,4.528400000000004,1
220,Clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,98.0,1.69019608,1,"3,5,8,10,12,13,14,15,16",315.716,4,1,3.037700000000001,1
221,Clonidine,Clc1cccc(Cl)c1N=C1NCCN1,95.0,1.278753601,1,"3,5,8,12,13,14,15,16",230.09799999999998,1,2,2.1737000000000006,1
222,Clopidogrel,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,50.0,0.0,0,"15,16",321.829,4,0,3.6739000000000024,1
223,Clorazepate,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,91.0,1.004798883,1,"5,8,12,13,14,16",314.72800000000007,3,2,2.5827,1
224,Clotrimazole,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0.0,-2.0,0,"5,8,13,14,16",344.845,2,0,5.376700000000004,0
225,Cloxacillin,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,40.0,-0.176091259,0,"3,5,8,10,12,13,14,15,16",435.8890000000002,6,2,2.5487200000000003,1
226,Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,55.0,0.087150176,1,"3,5,8,10,12,13,14,15,16",326.83100000000013,4,1,3.7227000000000023,1
227,COCAINE,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,57.0,0.1224064,1,"5,8,13,14,15,16",303.35800000000006,5,0,1.8677,1
228,Codeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,50.0,0.0,0,"3,5,8,12,13,14,15,16",299.3700000000001,4,1,1.5010999999999999,1
229,Colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,50.0,0.0,0,"5,8,13,14,16",399.4430000000002,6,1,2.871600000000001,1
230,Colistin,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)O)NC1=O)C(C)O,0.0,-2.0,0,"5,8,13,14,16",1639.9370000000004,28,23,-8.060399999999971,0
231,Conivaptan,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,42.0,-0.140178703,0,"5,8,10,13,14,16",498.58600000000024,3,2,6.507320000000005,0
232,Cotinine,CN1C(=O)CCC1c1cccnc1,97.0,1.50965048,1,"5,8,10,13,14,16",176.21900000000002,2,0,1.3749,1
233,Coumarin,O=c1ccc2ccccc2o1,3.0,-1.50965048,0,"5,8,13,14,16",146.14499999999998,2,0,1.793,1
234,Cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,55.0,0.087150176,1,"5,8,12,13,14,16",275.39500000000004,1,0,4.553800000000004,1
235,Cyclopenthiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,99.0,1.995635195,1,"5,8,13,14,16",379.8910000000002,5,3,1.5976000000000001,1
236,Cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,74.0,0.454258372,1,"3,5,8,10,12,13,14,15,16",261.089,2,1,1.884,1
237,Cycloserine,NC1CONC1=O,80.0,0.602059991,1,"5,8,13,14,15,16",102.09299999999999,3,2,-1.6249000000000007,1
238,Cyclosporine,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,30.0,-0.367976785,0,"5,8,10,12,13,14,15,16",1202.634999999999,12,5,3.2690000000000046,0
239,Cyproterone,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,99.0,1.995635195,1,"5,8,13,14,15,16",374.9080000000002,3,1,4.036800000000003,1
240,Cytarabine,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,20.0,-0.602059991,0,"5,8,13,14,15,16",243.21900000000002,8,4,-2.563,1
241,Dantrolene,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,70.0,0.367976785,1,"5,8,13,14,15,16",314.257,6,1,1.7404999999999997,1
242,Dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,93.0,1.123384909,1,"3,5,8,10,12,13,14,15,16",248.30700000000002,4,2,1.6838000000000002,1
243,Daptomycin,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C,0.0,-2.0,0,"5,8,13,14,16",1620.6930000000004,24,22,-5.621799999999983,0
244,Darifenacin,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,17.0,-0.688629171,0,"5,8,13,14,16",426.5600000000003,3,1,3.957500000000003,1
245,Darunavir,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,37.0,-0.231138825,0,"5,8,12,13,14,16",547.6740000000003,8,3,2.3753,0
246,Dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,15.0,-0.753327667,0,"5,8,13,14,16",488.01700000000034,9,3,3.3135400000000015,1
247,Deferasirox,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1,70.0,0.367976785,1,"5,8,13,14,16",373.36800000000005,6,3,2.1124,1
248,Deferoxamine,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,5.0,-1.278753601,0,"15,16",560.6930000000002,9,6,0.9221000000000046,0
249,Deflazacort,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,68.0,0.327358934,1,"5,8,13,14,16",441.5240000000002,7,1,2.5632,1
250,Delapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,55.0,0.087150176,1,"5,8,13,14,16",452.55100000000033,5,2,2.6096000000000004,1
251,Delavirdine,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,85.0,0.753327667,1,"5,8,12,13,14,15,16",456.5720000000002,6,3,2.7171000000000003,1
252,Demeclocycline,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,66.0,0.288065018,1,"5,8,13,14,15,16",464.8580000000002,9,6,0.2649000000000006,0
253,Depamide,CCCC(CCC)C(N)=O,68.0,0.327358934,1,"5,8,13,14,16",143.23000000000002,1,1,1.6881,1
254,Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,82.5,0.6734159,1,"5,8,10,12,13,14,15,16",266.388,2,1,3.5328000000000026,1
255,Desmopressin,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CCSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,15.0,-0.753327667,0,"5,8,13,14,15,16",1069.2379999999991,15,13,-4.341700000000018,0
256,Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,5.0,-1.278753601,0,"5,8,13,14,16",310.48100000000005,1,1,4.869700000000004,1
257,Dexfenfluramine,CCNC(C)Cc1cccc(C(F)(F)F)c1,89.0,0.907997321,1,"5,8,13,14,15,16",231.26099999999997,1,1,3.2459000000000024,1
258,Dexloxiglumide,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,48.0,-0.034762106,0,"10,16",461.3860000000001,4,2,4.0119000000000025,1
259,Dextroamphetamine,CC(N)Cc1ccccc1,75.0,0.477121255,1,"5,8,13,14,16",135.20999999999998,1,1,1.5763,1
260,Dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,11.0,-0.907997321,0,"5,8,13,14,16",271.404,2,0,3.3834000000000026,1
261,Dextromoramide,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,99.0,1.995635195,1,"5,8,13,14,16",392.543,3,0,3.5634000000000023,1
262,Dextrose,OCC1OC(O)C(O)C(O)C1O,99.0,1.995635195,1,"5,8,13,14,16",180.156,6,5,-3.2214000000000005,1
263,Diacetolol,CC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,35.0,-0.268845312,0,"5,8,13,14,16",308.37800000000004,5,3,1.5852999999999997,1
264,Diacetylmorphine,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,1.0,-1.995635195,0,"5,8,13,14,16",369.41700000000014,6,0,1.9886,1
265,Diatrizoate,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,5.0,-1.278753601,0,"15,16",613.9150000000002,3,3,3.1154,0
266,Diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,99.0,1.995635195,1,"3,5,8,10,12,13,14,15,16",284.74600000000004,2,0,3.153800000000002,1
267,Diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,90.0,0.954242509,1,"5,8,10,12,13,14,15,16",230.676,3,1,1.6818,1
268,Diclofenac,O=C(O)Cc1ccccc1Nc1ccc(Cl)cc1Cl,54.0,0.069635928,1,"5,8,10,12,13,14,15,16",296.153,2,2,4.364100000000001,1
269,Dicloxacillin,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,67.5,0.317420412,1,"5,8,10,12,13,14,15,16",470.3340000000002,6,2,3.2021200000000007,1
270,Didanosine,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,38.0,-0.212608093,0,"5,8,10,12,13,14,15,16",236.23099999999997,6,2,-0.21050000000000008,1
271,Dienogest,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N,94.0,1.194976603,1,"5,8,13,14,16",311.425,3,1,3.8371800000000027,1
272,Diflunisal,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,85.0,0.753327667,1,"3,5,8,12,13,14,15,16",250.19999999999996,2,2,3.035600000000001,1
273,Digitoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,95.0,1.278753601,1,"3,5,8,12,13,14,15,16",764.9500000000003,13,5,3.2473000000000014,0
