"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","Bioavailability","Dataset","Administration route","INCHI_KEY"
"N1(C=2C(SC=3C1=CC=CC3)=CC=CC2)CC(N(C)C)C","-","-","AUTO_396","Promethazine","A139796","32379452","-","-","Low","Train","oral","PWWVAXIEGOYWEE-ZDUSSCGKSA"
"CN(CCCN1C2=CC=CC=C2SC3=CC=CC=C13)C","-","-","AUTO_397","Promazine","A139796","32379452","-","-","Low","Train","oral","ZGUGWUXLJSTTMA-UHFFFAOYSA"
"S1C2=NC=3C(N(C(N4C(C(N(C(C4([H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])=C2C(=C1C([H])([H])[H])[H])[H])=C(C(=C(C3[H])[H])[H])[H]","-","-","AUTO_398","Olanzapine","A139796","32379452","-","-","High","Train","oral","WXPNDRBBWZMPQG-UHFFFAOYSA"
"OC(=O)CCC(C)=CCC1=C(O)C=2C(=O)OCC2C(C)=C1OC","-","-","AUTO_399","Mycophenolic Acid","A139796","32379452","-","-","High","Train","oral","HPNSFSBZBAHARI-UHFFFAOYSA"
"CC=1C=CC=CC1OC(C=2C=CC=CC2)CCNC","-","-","AUTO_400","Atomoxetine","A139796","32379452","-","-","High","Train","oral","VHGCDTVCOLNTBX-UHFFFAOYSA"
"OC(C(NCCC1=CC=C(O)C=C1)C)C2=CC=C(O)C=C2","-","-","AUTO_401","ritodrine","A139796","32379452","-","-","Low","Train","oral","IOVGROKTTNBUGK-SJCJKPOMSA"
"O1C2(C3(C=4C1=C(OC([H])([H])[H])C(=C(C4C(N(C(C3([H])[H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])C(=C(C(O[H])(C2([H])[H])[H])[H])[H])[H]","-","-","AUTO_402","Galantamine","A139796","32379452","-","-","High","Train","oral","ASUTZQLVASHGKV-JDFRZJQESA"
"C=1(C=C(C=C(C1)O)O)C(CNC(CC=2C=CC(O)=CC2)C)O","-","-","AUTO_403","Fenoterol","A139796","32379452","-","-","Low","Train","oral","LSLYOANBFKQKPT-UHFFFAOYSA"
"O(C1(C(C2(N(C(C(C2([H])[H])([H])[H])(C1([H])[H])[H])C([H])([H])[H])[H])(C(OC([H])([H])[H])=O)[H])[H])C(=O)C3=C(C(=C(C(=C3[H])[H])[H])[H])[H]","-","-","AUTO_404","Cocaine","A139796","32379452","-","-","High","Train","oral","ZPUCINDJVBIVPJ-LJISPDSOSA"
"CN1C2C3OC3C1CC(OC(C(CO)C4=CC=CC=C4)=O)C2","-","-","AUTO_405","Scopolamine","A139796","32379452","-","-","Low","Train","oral","STECJAGHUSJQJN-UHFFFAOYSA"
"CCC1=CC=CC2=C1NC3=C2CCOC3(CC(O)=O)CC","-","-","AUTO_406","etodolac","A139796","32379452","-","-","High","Train","oral","NNYBQONXHNTVIJ-UHFFFAOYSA"
"CN(CCOC(C1=CC=CC=C1)(C2=CC=CC=N2)C)C","-","-","AUTO_407","doxylamine","A139796","32379452","-","-","Low","Train","oral","HCFDWZZGGLSKEP-UHFFFAOYSA"
"ClC1=C(Cl)C=CC(C2CC3CCC(N3C)C2COCC)=C1","-","-","AUTO_408","Tesofensine","A139796","32379452","-","-","High","Train","oral","VCVWXKKWDOJNIT-ZOMKSWQUSA"
"CCN1CC2CN(CC(C1)C2OC(=O)C3=CC=C(C=C3)Cl)C","-","-","AUTO_409","Bisaramil","A139796","32379452","-","-","High","Train","oral","PMCPYLGCPSNSLS-MZBDJJRSSA"
"N1(C(C(NC(=O)NCCC(=O)OCC)CC1)=O)C=2C=CC(C(=N)N)=CC2","-","-","AUTO_410","orbofiban","A139796","32379452","-","-","Low","Train","oral","VJDOPFARMOLELX-ZDUSSCGKSA"
"O(C(=O)C1(C(N(C)C)C=CCC1)C2=CC=CC=C2)CC","-","-","AUTO_411","Tilidine","A139796","32379452","-","-","Low","Train","oral","WDEFBBTXULIOBB-WBVHZDCISA"
"N1(C2CC(OC(C(C=3C=CC=CC3)CO)=O)CC1CC2)C","-","-","AUTO_412","Atropine","A139796","32379452","-","-","High","Train","oral","RKUNBYITZUJHSG-PRLABOORSA"
"C=12N=CC=C(NC(C)CCCN(CC)CCO)C1C=CC(Cl)=C2","-","-","AUTO_413","Hydroxychloroquine","A139796","32379452","-","-","High","Train","oral","XXSMGPRMXLTPCZ-UHFFFAOYSA"
"OC12CC3(NCC(=O)N4C(CCC4)C#N)CC(C1)CC(C3)C2","-","-","AUTO_414","Vildagliptin","A139796","32379452","-","-","High","Train","oral","SYOKIDBDQMKNDQ-JULPFRMLSA"
"C=12C(C3CCN(C)CC3)=CNC1C=CC(=C2)CCS(NC)(=O)=O","-","-","AUTO_415","Naratriptan","A139796","32379452","-","-","High","Train","oral","AMKVXSZCKVJAGH-UHFFFAOYSA"
"CC(O)C1C2C(C)C(=C(N2C1=O)C(O)=O)SC3CNC(C3)C(=O)N(C)C","-","-","AUTO_416","MEROPENEM","A139796","32379452","-","-","Low","Train","oral","DMJNNHOOLUXYBV-AYAQEJOPSA"
"C=12OC(C(CNC(C)(C)C)O)=CC1C=CC=C2CC","-","-","AUTO_417","bufuralol","A139796","32379452","-","-","Low","Train","oral","SSEBTPPFLLCUMN-UHFFFAOYSA"
"O=C(CCCN1CCCC1)C2=C(OC)C=C(OC)C=C2OC","-","-","AUTO_418","Buflomedil","A139796","32379452","-","-","High","Train","oral","OWYLAEYXIQKAOL-UHFFFAOYSA"
"O(C=1C=C(CN2CCCCC2)C=CC1)CCCNC(=O)CO","-","-","AUTO_419","ROXATIDINE","A139796","32379452","-","-","High","Train","oral","BCCREUFCSIMJFS-UHFFFAOYSA"
"O(CCN1C(N2CCCN(CC2)C)=NC=3C1=CC=CC3)CC","-","-","AUTO_420","EMEDASTINE","A139796","32379452","-","-","High","Train","oral","KBUZBQVCBVDWKX-UHFFFAOYSA"
"CCN1CCCC1CNC(=O)C2=CC(=C(N)C=C2OC)S(=O)(=O)CC","-","-","AUTO_421","amisulpride","A139796","32379452","-","-","Low","Train","oral","NTJOBXMMWNYJFB-LBPRGKRZSA"
"OC1(CCCCC1)C(CN(C)C)C=2C=CC(OC)=CC2","-","-","AUTO_422","Venlafaxine","A139796","32379452","-","-","Low","Train","oral","PNVNVHUZROJLTJ-UHFFFAOYSA"
"C=1(C(=C(C(OCC(CNC(C)C)O)=CC1C)C)C)OC(=O)C","-","-","AUTO_423","Metipranolol","A139796","32379452","-","-","High","Train","oral","BQIPXWYNLPYNHW-OAHLLOKOSA"
"C1=2CC(O)C(CC1=CC=CC2OCC(CNC(C)(C)C)O)O","-","-","AUTO_424","Nadolol","A139796","32379452","-","-","Low","Train","oral","VWPOSFSPZNDTMJ-SNPRPXQTSA"
"CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C","-","-","AUTO_425","Etidocaine","A139796","32379452","-","-","Low","Train","oral","VTUSIVBDOCDNHS-UHFFFAOYSA"
"CCCC(C(=O)O)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O","-","-","AUTO_426","Perindoprilate","A139796","32379452","-","-","Low","Train","oral","ODAIHABQVKJNIY-PEDHHIEDSA"
"[Br-].O(C1CC2[N+](C(CC2)C1)(C)C)C(=O)C(CCC)CCC","-","-","AUTO_427","ANISOTROPINE METHYLBROMIDE","A139796","32379452","-","-","Low","Train","oral","QSFKGMJOKUZAJM-JXMYBXCISA"
"CC1=NC=C2CN=C(C3=C(N12)C=CC(Cl)=C3)C4=C(F)C=CC=C4","-","-","AUTO_428","Midazolam","A139796","32379452","-","-","Low","Train","oral","DDLIGBOFAVUZHB-UHFFFAOYSA"
"ClC1=CC2=C(N(CCC#N)C(=O)C(O)N=C2C=3C(F)=CC=CC3)C=C1","-","-","AUTO_429","Cinolazepam","A139796","32379452","-","-","High","Train","oral","XAXMYHMKTCNRRZ-UHFFFAOYSA"
"O=C1N(C2=C(C=C(C=C2)Cl)C(=NC1)C3=CC=CC=C3)CC#C","-","-","AUTO_430","Pinazepam","A139796","32379452","-","-","Low","Train","oral","MFZOSKPPVCIFMT-UHFFFAOYSA"
"N1(CC(C=2C(Cl)=CC(Cl)=CC2)OCC=3C(Cl)=CC(Cl)=CC3)C=NC=C1","-","-","AUTO_431","miconazole","A139796","32379452","-","-","Low","Train","oral","BYBLEWFAAKGYCD-UHFFFAOYSA"
"COC1=CC2=C(N(C(C)=C2CC(O)=O)C(C3=CC=C(C=C3)Cl)=O)C=C1","-","-","AUTO_432","Indomethacin","A139796","32379452","-","-","High","Train","oral","CGIGDMFJXJATDK-UHFFFAOYSA"
"S(=O)(=O)(C(C(O[H])(C([H])([H])[H])C(=O)N(C1=C(C(=C(C(=C1[H])[H])C#N)C(F)(F)F)[H])[H])([H])[H])C2=C(C(=C(F)C(=C2[H])[H])[H])[H]","-","-","AUTO_433","Bicalutamide","A139796","32379452","-","-","High","Train","oral","LKJPYSCBVHEWIU-UHFFFAOYSA"
"S(C=1C=CC(C=2C(=NC=C(C2)Cl)C3=CN=C(C=C3)C)=CC1)(=O)(=O)C","-","-","AUTO_435","Etoricoxib","A139796","32379452","-","-","High","Train","oral","MNJVRJDLRVPLFE-UHFFFAOYSA"
"S(C1=C(C(CC=2C=C3OCOC3=CC2C)=O)SC=C1)(NC4=C(C(C)=NO4)Cl)(=O)=O","-","-","AUTO_436","Sitaxentan","A139796","32379452","-","-","High","Train","oral","PHWXUGHIIBDVKD-UHFFFAOYSA"
"O1C(=C(N=C1C(C(C(O[H])=O)([H])[H])([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H]","-","-","AUTO_437","Oxaprozin","A139796","32379452","-","-","High","Train","oral","OFPXSFXSNFPTHF-UHFFFAOYSA"
"C=1(C(N(C)C=2C(C1O)=CC=CC2)=O)C(N(C3=CC=CC=C3)C)=O","-","-","AUTO_438","Roquinimex","A139796","32379452","-","-","High","Train","oral","SGOOQMRIPALTEL-UHFFFAOYSA"
"CCC(C1=CC=CC=C1)C2=C(O)OC3=CC=CC=C3C2=O","-","-","AUTO_439","PHENPROCOUMON","A139796","32379452","-","-","High","Train","oral","QNDUUBVQYBBRBW-ZDUSSCGKSA"
"C(C1=CC(C(C=2C=NC=CC2)=NOCCCCC(=O)O)=CC=C1)(F)(F)F","-","-","AUTO_440","RIDOGREL","A139796","32379452","-","-","High","Train","oral","GLLPUTYLZIKEGF-HAVVHWLPSA"
"O=C1N(C2=CC=C(C=C2)C(C(=O)O)CC)CC3=C1C=CC=C3","-","-","AUTO_441","Indobufen","A139796","32379452","-","-","High","Train","oral","AYDXAULLCROVIT-UHFFFAOYSA"
"ClC1=CC=C2SC=3C=CC=CC3C=C(OCCN(C)C)C2=C1","-","-","AUTO_442","Zotepine","A139796","32379452","-","-","Low","Train","oral","HDOZVRUNCMBHFH-UHFFFAOYSA"
"C1(=NC(C2=CC(C)=C(C(=C2)C)OCCCC=3ON=C(C3)C)=NO1)C(F)(F)F","-","-","AUTO_443","Pleconaril","A139796","32379452","-","-","High","Train","oral","KQOXLKOJHVFTRN-UHFFFAOYSA"
"N1C(=NCC1)C2C(C2)(C3=CC=CC=C3)C4=CC=CC=C4","-","-","AUTO_444","Cibenzoline","A139796","32379452","-","-","High","Train","oral","IPOBOOXFSRWSHL-UHFFFAOYSA"
"O=C1N(C(C([H])([H])[H])(C([H])([H])[H])[H])C2=C(C(=N1)C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])C(=C(C(=C2[H])C([H])([H])[H])[H])[H]","-","-","AUTO_445","Proquazone","A139796","32379452","-","-","Low","Train","oral","JTIGKVIOEQASGT-UHFFFAOYSA"
"S1C2(N(C(=O)C2(N(C(=O)C(O[H])(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])[H])C(=C(C1([H])[H])C(SC=4N(N=NN4)C([H])([H])[H])([H])[H])C(O[H])=O)[H]","-","-","AUTO_446","cefamandole","A139796","32379452","-","-","High","Train","oral","OLVCFLKTBJRLHI-AXAPSJFSSA"
"S1C2(N(C(=O)C2(N(C(=O)C(N([H])[H])(C3=C(C(=C(O[H])C(=C3[H])[H])[H])[H])[H])[H])[H])C(=C(C1([H])[H])C(SC4=NN(N=C4[H])[H])([H])[H])C(O[H])=O)[H]","-","-","AUTO_447","cefatrizine","A139796","32379452","-","-","High","Train","oral","UOCJDOLVGGIYIQ-QQGYXAEISA"
"S1C2(N(C(=O)C2(N(C(=O)C(=NOC([H])([H])[H])C=3N=C(SC3[H])N([H])[H])[H])[H])C(=C(C1([H])[H])C(SC=4N(N(C(=O)C(=O)N4)[H])C([H])([H])[H])([H])[H])C(O[H])=O)[H]","-","-","AUTO_448","ceftriaxone","A139796","32379452","-","-","Low","Train","oral","VAAUVRVFOQPIGI-SPQHTLEESA"
"S1C(CC2=CC=C(OCCN(C=3N=CC=CC3)C)C=C2)C(=O)NC1=O","-","-","AUTO_450","Rosiglitazone","A139796","32379452","-","-","High","Train","oral","YASAKCUCGLMORW-UHFFFAOYSA"
"C1=CC(O)=CC=C1C(N)C(=O)NC2C(=O)N3C(C(=O)O)=C(C=CC)CSC23","-","-","AUTO_451","cefprozil","A139796","32379452","-","-","High","Train","oral","WDLWHQDACQUCJR-UHFFFAOYSA"
"S1C(C(OC=2C=3C(C=CC2)=CC=CC3)CCNC)=CC=C1","-","-","AUTO_452","duloxetine","A139796","32379452","-","-","High","Train","oral","ZEUITGRIYCTCEM-KRWDZBQOSA"
"N12=C3C(=C(C(F)=CC3=C(C(=C1)C(=O)O)=O)N4CCN(C)CC4)OCC2C","-","-","AUTO_453","Ofloxacin","A139796","32379452","-","-","High","Train","oral","GSDSWSVVBLHKDQ-SNVBAGLBSA"
"FC1=CC2=C(N=C1N3CC(C[NH3+])C(=NOC)C3)N(C=C(C(=O)[O-])C2=O)C4CC4","-","-","AUTO_454","Gemifloxacin","A139796","32379452","-","-","High","Train","oral","ZRCVYEYHRGVLOC-HYARGMPZSA"
"CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C","-","-","AUTO_455","nitrendipine","A139796","32379452","-","-","Low","Train","oral","PVHUJELLJLJGLN-UHFFFAOYSA"
"N1C(CCCC1)C(C2=CC=CC=C2)C3=CC=CC=C3","-","-","AUTO_456","Desoxypipradrol","A139796","32379452","-","-","High","Train","oral","RWTNXJXZVGHMGI-UHFFFAOYSA"
"CN(CCN1C(C2=CC=CC=C2N(C3=CC=CC=C13)C)=O)C","-","-","AUTO_457","Dibenzepin","A139796","32379452","-","-","Low","Train","oral","QPGGEKPRGVJKQB-UHFFFAOYSA"
"S(=O)(CC1=NC=CC(OCCCOC)=C1C)C=2NC=3C(N2)=CC=CC3","-","-","AUTO_458","rabeprazole","A139796","32379452","-","-","High","Train","oral","YREYEVIYCVEVJK-UHFFFAOYSA"
"S(N1C(C(=O)NO)C(C)(C)SCC1)(C2=CC=C(OC=3C=CN=CC3)C=C2)(=O)=O","-","-","AUTO_459","PRINOMASTAT","A139796","32379452","-","-","High","Train","oral","YKPYIPVDTNNYCN-INIZCTEOSA"
"N1(CCN(CC1)C)C(NC=2C=CC(=CC2)NC=3C=CC(=CC3)[N+](=O)[O-])=S","-","-","AUTO_460","amocarzine","A139796","32379452","-","-","Low","Train","oral","UFLRJROFPAGRPN-UHFFFAOYSA"
"OC1C=CC2(C34C1([H])OC5=C(C=CC(=C35)CC2(N(C)CC4)[H])OC)[H]","-","-","AUTO_461","Codeine","A139796","32379452","-","-","High","Train","oral","OROGSEYTTFOCAN-DNJOTXNNSA"
"C1=2C34C5(C(N(C)CC3)CC1=CC=C(C2OC4C(=O)CC5)OC)O","-","-","AUTO_462","oxycodone","A139796","32379452","-","-","High","Train","oral","BRUQQQPBMZOVGD-UHFFFAOYSA"
"CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3","-","-","AUTO_463","CYCLIZINE","A139796","32379452","-","-","High","Train","oral","UVKZSORBKUEBAZ-UHFFFAOYSA"
"CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2","-","-","AUTO_464","Desipramine","A139796","32379452","-","-","Low","Train","oral","HCYAFALTSJYZDH-UHFFFAOYSA"
"O(C=1C=2C=3C(N(C2C(=C(C1[H])[H])[H])[H])=C(C(=C(C3[H])[H])[H])[H])C(C(O[H])(C(N(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])[H])([H])[H]","-","-","AUTO_465","Carazolol","A139796","32379452","-","-","Low","Train","oral","BQXQGZPYHWWCEB-UHFFFAOYSA"
"O(C1CC2N(C(CC2)C1)C)C(=O)C=3C=4C(NC3)=CC=CC4","-","-","AUTO_466","Tropisetron","A139796","32379452","-","-","High","Train","oral","ZNRGQMMCGHDTEI-FUNVUKJBSA"
"C(C1=CC=C(NC(=O)CCC(NC(C#C)CC(=O)OCC)=O)C=C1)(=N)N","-","-","AUTO_467","Xemilofiban","A139796","32379452","-","-","Low","Train","oral","ZHCINJQZDFCSEL-CYBMUJFWSA"
"C=12C(=CC=C(CNC=3C=C(C(OC)=C(C3)OC)OC)C1C)N=C(N)N=C2N","-","-","AUTO_468","Trimetrexate","A139796","32379452","-","-","Low","Train","oral","NOYPYLRCIDNJJB-UHFFFAOYSA"
"S1C=2C(N(CC([N+](C)(C)C)C)C=3C1=CC=CC3)=CC=CC2","-","-","AUTO_469","Thiazinamium","A139796","32379452","-","-","Low","Train","oral","CDXCCYNINPIWGE-UHFFFAOYSA"
"C=1(C(CNCCCN2C3=C(N(C(N(C)C3=O)=O)C)N=C2)O)C=C(C=C(C1)O)O","-","-","AUTO_470","Reproterol","A139796","32379452","-","-","High","Train","oral","WVLAAKXASPCBGT-UHFFFAOYSA"
"CN(CCOC(C1=CC=CC=C1C)C2=CC=CC=C2)C","-","-","AUTO_471","Orphenadrine","A139796","32379452","-","-","High","Train","oral","QVYRGXJJSLMXQH-UHFFFAOYSA"
"CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2","-","-","AUTO_472","BIFEMELANE","A139796","32379452","-","-","Low","Train","oral","QSQQPMHPCBLLGX-UHFFFAOYSA"
"OC=1C=CC(=CC1)C(O)C(NC(C)COC=2C=CC=CC2)C","-","-","AUTO_473","Isoxsuprine","A139796","32379452","-","-","Low","Train","oral","BMUKKTUHUDJSNZ-UHFFFAOYSA"
"O1C2(C34C(C(N(C(C3([H])[H])([H])[H])C([H])([H])[H])(C(C5=C4C1=C(OC([H])([H])[H])C(=C5[H])[H])([H])[H])[H])(C(C(C2(O[H])[H])([H])[H])([H])[H])[H])[H]","-","-","AUTO_474","Dihydrocodeine","A139796","32379452","-","-","Low","Train","oral","RBOXVHNMENFORY-DNJOTXNNSA"
"N1(C2=C(CC1C(O)=O)C=CC=C2)C(C(CC(C(OCC)=O)C)C)=O","-","-","AUTO_475","Pentopril","A139796","32379452","-","-","High","Train","oral","NVXFXLSOGLFXKQ-JMSVASOKSA"
"NC1=CC(=C(C=C1Cl)C(=O)NC2CN3CCC2CC3)OCC4CC4","-","-","AUTO_476","PANCOPRIDE","A139796","32379452","-","-","High","Train","oral","DBQMQBCSKXTCIJ-UHFFFAOYSA"
"N1(C(C(NC(C(=O)OCC)CCC=2C=CC=CC2)C)=O)C(C(=O)O)CCC1","-","-","AUTO_477","enalapril","A139796","32379452","-","-","High","Train","oral","GBXSMTUPTTWBMN-USXIJHARSA"
"OC1C2(C(C3C(CC2)C4=C(CC3)C=C(O)C=C4)CC1)C","-","-","AUTO_478","Estradiol","A139796","32379452","-","-","Low","Train","oral","VOXZDWNPVJITMN-QXDIGNSFSA"
"C1=2C34C(C(N(C)CC3)CC1=CC=C(C2)OC)CCCC4","-","-","AUTO_479","Dextromethorphan","A139796","32379452","-","-","Low","Train","oral","MKXZASYAUGDDCJ-KBAYOESNSA"
"CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl","-","-","AUTO_480","Chloroquine","A139796","32379452","-","-","High","Train","oral","WHTVZRBIWZFKQO-UHFFFAOYSA"
"S(=O)(C(C(C(N(C(C(O[H])(C(OC1=C(C(=C(C(=C1[H])[H])C#N)[H])[H])([H])[H])[H])([H])[H])C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H]","-","-","AUTO_481","Almokalant","A139796","32379452","-","-","High","Train","oral","ZMHOBBKJBYLXFR-UHFFFAOYSA"
"C=1(C(OCC(CNC(C)C)O)=CC=C(NC(=O)CCC)C1)C(=O)C","-","-","AUTO_482","Acebutolol","A139796","32379452","-","-","Low","Train","oral","GOEMGAFJFRBGGG-OAHLLOKOSA"
"C=1(C(OCC(CNC(C)(C)C)O)=CC=CC1)C2CCCC2","-","-","AUTO_483","Penbutolol","A139796","32379452","-","-","High","Train","oral","KQXKVJAGOJTNJS-OAHLLOKOSA"
"N(CC(COC=1C=CC(=CC1)COCCOC(C)C)O)C(C)C","-","-","AUTO_484","Bisoprolol","A139796","32379452","-","-","High","Train","oral","VHYCDWMUTMEGQY-KRWDZBQOSA"
"O(C1(OC(C(O[H])(C1(O[H])[H])[H])(C(O[H])([H])[H])[H])C(O[H])([H])[H])C2(OC(C(O[H])(C(O[H])(C2(O[H])[H])[H])[H])(C(OC3(OC(C(O[H])(C(O[H])(C3(O[H])[H])[H])[H])(C(O[H])([H])[H])[H])[H])([H])[H])[H])[H]","-","-","AUTO_485","Raffinose","A139796","32379452","-","-","Low","Train","oral","MUPFEKGTMRGPLJ-ZQSKZDJDSA"
"O1C(C(NC(C2CC(CCC)CN2C)=O)C(C)Cl)C(C(O)C(C1SC)O)O","-","-","AUTO_486","Clindamycin","A139796","32379452","-","-","High","Train","oral","KDLRVYVGXIQJDK-UHFFFAOYSA"
"O1C(C(NC(C2CC(CCC)CN2C)=O)C(C)O)C(C(O)C(C1SC)O)O","-","-","AUTO_487","Lincomycin","A139796","32379452","-","-","Low","Train","oral","OJMMVQQUTAEWLP-UHFFFAOYSA"
"NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O","-","-","AUTO_488","TOBRAMYCIN","A139796","32379452","-","-","Low","Train","oral","NLVFBUXFDBBNBW-UHFFFAOYSA"
"S1C(=NC2=C1C(=C(C(=C2[H])C(F)(F)F)[H])[H])C(N3N=C(C=4C(C3=O)=C(C(=C(C4[H])[H])[H])[H])C(C(O[H])=O)([H])[H])([H])[H]","-","-","AUTO_489","Zopolrestat","A139796","32379452","-","-","Low","Train","oral","BCSVCWVQNOXFGL-UHFFFAOYSA"
"C=12C(=O)C3=C(OC(=O)C)C=C(C(=O)O)C=C3C(=O)C1C=CC=C2OC(=O)C","-","-","AUTO_490","Diacerein","A139796","32379452","-","-","Low","Train","oral","TYNLGDBUJLVSMA-UHFFFAOYSA"
"OC(=O)C(CC1=CC(O)=NC=2C=CC=CC12)NC(=O)C3=CC=C(Cl)C=C3","-","-","AUTO_491","Rebamipide","A139796","32379452","-","-","Low","Train","oral","ALLWOAVDORUJLA-UHFFFAOYSA"
"O=C1OC2=CC=CC=C2C(O)=C1C(CC(=O)C)C3=CC=C(N(=O)=O)C=C3","-","-","AUTO_492","ACENOCOUMAROL","A139796","32379452","-","-","High","Train","oral","VABCILAOYCMVPS-UHFFFAOYSA"
"ClC1=CC=C2N(CC3CC3)C(=O)CN=C(C2=C1)C=4C=CC=CC4F","-","-","AUTO_493","Flutoprazepam","A139796","32379452","-","-","High","Train","oral","OFVXPDXXVSGEPX-UHFFFAOYSA"
"CC(CC(C=1C=CC=CC1)C=2C(=O)OC3=C(C2O)C=CC=C3)=O","-","-","AUTO_494","Warfarin","A139796","32379452","-","-","High","Train","oral","PJVWKTKQMONHTI-UHFFFAOYSA"
"C=1C=CC(C(F)(F)F)=CC1OC(C(OCCNC(C)=O)=O)C2=CC=C(C=C2)Cl","-","-","AUTO_495","Halofenate","A139796","32379452","-","-","High","Train","oral","BJBCSGQLZQGGIQ-UHFFFAOYSA"
"C=1(C(N(C)C=2C(C1O)=C(Cl)C=CC2)=O)C(N(C3=CC=CC=C3)CC)=O","-","-","AUTO_496","Laquinimod","A139796","32379452","-","-","High","Train","oral","GKWPCEFFIHSJOE-UHFFFAOYSA"
"C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=CC=C4","-","-","AUTO_497","Cephaloridine","A139796","32379452","-","-","Low","Train","oral","CZTQZXZIADLWOZ-CRAIPNDOSA"
"C(OC1=CC2=CC=C(C(=N)N)C=C2C=C1)(C=3C=CC(NC(=N)N)=CC3)=O","-","-","AUTO_498","Nafamostat","A139796","32379452","-","-","Low","Train","oral","MQQNFDZXWVTQEH-UHFFFAOYSA"
"OC(=O)C1=CC(=O)C2=CC=3C(=O)C=C(C(=O)O)N(CC)C3C(CCC)=C2O1","-","-","AUTO_499","NEDOCROMIL","A139796","32379452","-","-","Low","Train","oral","RQTOOFIXOKYGAN-UHFFFAOYSA"
"N1(C2=C(C=C(C(N3CC4(CC4)C(C3)N)=C2Cl)F)C(C(=C1)C(=O)O)=O)C5CC5F","-","-","AUTO_500","Sitafloxacin","A139796","32379452","-","-","High","Train","oral","PNUZDKCDAWUEGK-RDWQBYKPSA"
"CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C3=CC(Cl)=CC=C3N(C)C1=O","-","-","AUTO_501","Camazepam","A139796","32379452","-","-","High","Train","oral","PXBVEXGRHZFEOF-QGZVFWFLSA"
"ClC=1C(C2=NOC(=C2C(=O)N(C3(C4(SC(C(N4C3=O)(C(O[H])=O)[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H])=C(C(=C(C1[H])[H])[H])[H]","-","-","AUTO_502","Cloxacillin","A139796","32379452","-","-","Low","Train","oral","LQOLIRLGBULYKD-JKIFEVAISA"
"C1=C(C=CC(N2C(OC(C2)CNC(=O)C3=CC=C(S3)Cl)=O)=C1)N4C(COCC4)=O","-","-","AUTO_503","Rivaroxaban","A139796","32379452","-","-","High","Train","oral","KGFYHTZWPPHNLQ-AWEZNQCLSA"
"ClC1=CC2=C(N3C(=NN=C3CN=C2C4=CC=CC=C4)CN(C)C)C=C1","-","-","AUTO_504","Adinazolam","A139796","32379452","-","-","Low","Train","oral","GJSLOMWRLALDCT-UHFFFAOYSA"
"N=1C(=CSC1C=2C=C(OCC)C(=CC2)OCC)C=3N=C(C(=O)O)C=CC3","-","-","AUTO_505","Tetomilast","A139796","32379452","-","-","High","Train","oral","XDBHURGONHZNJF-UHFFFAOYSA"
"CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(O)=O)C=CC=3SC=NC3C)C4=CSC(=N4)N","-","-","AUTO_506","CEFDITOREN","A139796","32379452","-","-","Low","Train","oral","KMIPKYQIOVAHOP-YLGJWRNMSA"
"C1(C=2C(=CC(Cl)=CC2)CCC=3C1=NC=CC3)=C4CCNCC4","-","-","AUTO_507","Desloratadine","A139796","32379452","-","-","High","Train","oral","JAUOIFJMECXRGI-UHFFFAOYSA"
"C1(C(NC(C2=C(C)ON=C2C=3C=CC=CC3)=O)C4N1C(C(S4)(C)C)C(O)=O)=O","-","-","AUTO_508","Oxacillin","A139796","32379452","-","-","Low","Train","oral","UWYHMGVUTGAWSP-UHFFFAOYSA"
"OC(=O)C(NC(=O)C1=CC=C(NCC=2N=C3C(NC(=NC3=O)N)=NC2)C=C1)CCC(O)=O","-","-","AUTO_509","Folic_Acid","A139796","32379452","-","-","High","Train","oral","OVBPIULPVIDEAO-LBPRGKRZSA"
