CMPD_CHEMBLID,exp,smiles,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
CHEMBL2326693,2.37,OCCN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1,286.202,2,1,3.3312000000000017,1
CHEMBL1762537,4.2,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCCC3)cc(N3CCOCC3)c2)n1,488.6360000000005,8,2,4.615720000000004,1
CHEMBL1730860,3.3,Oc1ccc(-c2cnc3ccccc3n2)cc1,222.24700000000004,3,1,3.0024000000000015,1
CHEMBL2164688,2.4,COc1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,420.51300000000026,4,2,3.0399800000000017,1
CHEMBL318021,2.4,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,349.4300000000001,3,1,4.857200000000004,1
CHEMBL2164377,3.9,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CC1CC(F)(F)C1,454.3950000000002,3,1,4.443800000000003,1
CHEMBL208330,2.9,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,467.5130000000001,6,0,3.7291000000000025,1
CHEMBL1950864,1.64,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCc1ccccc1)C2)C1CCCCC1,454.6590000000004,4,3,2.8712000000000026,1
CHEMBL2164689,4.2,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(C(F)(F)F)cc4c3C2)CC1,458.48400000000015,3,2,4.050180000000003,1
CHEMBL279053,3.92,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,447.9840000000002,5,1,6.184400000000005,0
CHEMBL898,0.59,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,250.19999999999996,2,2,3.035600000000001,1
CHEMBL1824832,2.94,CCOc1ccc(Oc2ccc(S(=O)(=O)NC(=O)c3cccc(-c4ccc(Cl)c(Cl)c4)c3)cc2)cc1,542.4400000000002,5,1,6.970100000000005,0
CHEMBL66953,2.03,O=c1c(O)cccc2cc(O)c(O)c(O)c12,220.17999999999998,5,4,1.0223999999999998,1
CHEMBL2331752,2.35,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C2)c(=O)[nH]c1=O,509.9430000000002,7,2,3.161220000000002,0
CHEMBL1807826,1.21,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1,515.6230000000002,7,5,3.8926000000000025,0
CHEMBL1917419,2.87,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O,366.2690000000001,3,1,5.492320000000004,0
CHEMBL2059869,2.71,Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,412.49300000000017,5,1,4.930240000000004,1
CHEMBL180184,4.0,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,455.6460000000002,2,1,5.904700000000006,0
CHEMBL1201203,1.49,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,307.43700000000007,2,0,4.417800000000004,1
CHEMBL1947153,1.99,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,503.6680000000003,6,4,4.540500000000004,0
CHEMBL388473,2.0,O=C1c2ccc(O)cc2C(=O)N1c1cccc(O)c1,255.22899999999998,4,2,1.8983999999999999,1
CHEMBL2104196,1.7,NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,262.334,3,2,1.9461000000000004,1
CHEMBL2312933,2.6,CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1,336.375,2,0,4.227100000000003,1
CHEMBL480601,3.84,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,459.5340000000002,5,1,3.384000000000002,1
CHEMBL652,1.13,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,414.34600000000006,4,2,3.4407000000000014,1
CHEMBL2326689,2.47,CN1CC=CCC(c2cc3ccccc3o2)C1,227.307,2,0,3.408100000000003,1
CHEMBL370826,2.41,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(NC(C)=O)cc2)c2cccc(F)c2)CC1,593.7650000000002,5,1,5.2652000000000045,0
CHEMBL2062570,3.57,CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1,411.42900000000014,9,2,2.980380000000001,1
CHEMBL28636,2.8,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,397.3780000000001,5,1,3.2720000000000002,1
CHEMBL2104625,0.67,O=C(Nc1nnn[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O,348.3220000000001,7,2,1.857199999999999,1
CHEMBL15706,2.3,COc1cccc2c(O)cc(-c3ccccc3)nc12,251.285,3,1,3.6160000000000023,1
CHEMBL1835918,2.62,Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,337.38300000000004,7,0,2.65864,1
CHEMBL1456596,1.37,c1ccc(CN(Cc2ccccc2)c2nn[nH]n2)cc1,265.32000000000005,4,1,2.4065000000000003,1
CHEMBL358325,2.58,Cc1sc(N2CCN(C)CC2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,584.7420000000003,8,2,5.163620000000004,0
CHEMBL465305,2.21,CC(=O)c1ccc(N2CCN(S(=O)(=O)C[C@]34CC[C@H](CC3=O)C4(C)C)CC2)nc1,419.54700000000025,6,0,2.1314,1
CHEMBL1957840,3.3,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,379.2470000000001,6,0,2.6877000000000004,1
CHEMBL2335905,3.02,C[C@@H](NC1=CC(=O)NCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,436.5190000000001,6,3,4.4898000000000025,1
CHEMBL1689136,1.52,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,414.93300000000016,3,1,3.6326000000000027,1
CHEMBL2048864,0.68,O=C1NC(=O)/C(=C/c2cccc(Cl)c2N2CCNCC2)S1,323.805,5,2,2.0735,1
CHEMBL314034,3.83,CSc1nc(-c2ccccc2)nn1Cc1ccccc1,281.384,4,0,3.715300000000002,1
CHEMBL417727,2.23,Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,223.231,3,1,2.3148,1
CHEMBL409494,2.76,Nc1ccccc1NC(=O)c1ccc(C2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1,460.55300000000017,4,3,4.868400000000005,1
CHEMBL514690,2.88,Cc1ncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)n1C(C)C,378.48000000000013,7,1,3.8096200000000024,1
CHEMBL1762541,3.0,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(CN3CCOCC3)cc(N3CCOCC3)c2)n1,504.6350000000005,9,2,3.457620000000002,0
CHEMBL365903,2.3,NC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,270.244,5,3,2.0048999999999997,1
CHEMBL472455,3.09,COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,466.5090000000003,5,1,4.882800000000004,1
CHEMBL2107366,2.9,Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C,232.35200000000003,1,2,3.840930000000002,1
CHEMBL1682961,3.62,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(F)ccc12)c1ccccc1,446.54700000000014,3,1,5.659400000000005,0
CHEMBL1957374,3.5,CCc1ccccc1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1,351.4090000000001,4,1,5.103480000000005,0
CHEMBL1164033,2.99,CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl,491.7460000000001,4,1,5.406800000000003,0
CHEMBL1915315,2.9,O=c1oc2cc(O)ccc2cc1-c1ccc(O)cc1,254.24099999999999,4,2,2.871200000000001,1
CHEMBL2087421,-0.4,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(C)CC3)CC2)c(C)c1,496.67400000000043,7,0,1.1875400000000025,1
CHEMBL1508448,-0.2,CC(C)(C)c1cc(O)n2nc(N)nc2n1,207.23699999999997,6,2,0.7096,1
CHEMBL14323,2.7,COc1ccc(-c2cc(O)c3cc(Cl)ccc3n2)cc1,285.73,3,1,4.269400000000002,1
CHEMBL456381,3.7,Oc1ccc(-c2csc(-c3ccc(O)cc3)n2)cc1,269.325,4,2,3.888300000000002,1
CHEMBL2147569,3.8,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O,449.5010000000002,4,2,4.352900000000003,1
CHEMBL1809223,3.5,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(N4CCCC4)ccn23)n1,547.0630000000002,9,1,4.465600000000003,0
CHEMBL2325719,1.7,Cc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)cc(C2(S(C)(=O)=O)CC2)n1,412.51500000000016,6,1,2.8036200000000013,1
CHEMBL129982,3.45,Nc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,318.8480000000001,2,2,3.868400000000003,1
CHEMBL562310,3.28,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)cc1,409.4450000000001,4,1,3.798600000000002,1
CHEMBL1233689,1.51,CCCCSc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,355.42,10,4,-0.08780000000000027,1
CHEMBL191974,4.0,Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1,236.27,2,2,3.918000000000002,1
CHEMBL2062555,2.3,N#Cc1cnn2c(N)cc(-c3cccs3)nc12,241.27900000000002,6,1,1.9116799999999998,1
CHEMBL1829409,1.39,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(OC)cc1,490.6290000000003,7,1,4.457200000000003,1
CHEMBL313206,0.53,Cc1cc(N)c2cc(NC(=O)CCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,456.5500000000002,6,4,4.7018400000000025,1
CHEMBL421583,2.24,Cc1ccc(N(CC#N)c2cc(Nc3ccc(OCC(O)CN(C)C)cc3)ncn2)c(Br)c1,511.42400000000015,8,2,4.254100000000003,0
CHEMBL1903477,1.37,NC(=O)c1ccc(=O)n(Cc2ccc(F)c(F)c2)c1,264.23099999999994,3,1,1.2736999999999998,1
CHEMBL2068881,3.92,COc1ccc(-c2cccc3c(N)c4c(nc23)CN(C2CCC2)C4=O)c(C)n1,374.4440000000002,5,1,3.704320000000002,1
CHEMBL564607,2.48,O=C(O)c1ccc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)cc1,423.9400000000003,2,2,5.651400000000005,0
CHEMBL201307,2.89,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,580.6860000000003,10,3,4.632000000000005,0
CHEMBL1689134,0.54,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,466.9870000000002,5,1,3.477000000000002,1
CHEMBL2153184,2.61,CCCSc1nc(NC[C@H]2CC[C@H](C(=O)O)CC2)ccc1C(=O)NC1CCCCC1,433.6180000000003,5,3,4.949100000000004,1
CHEMBL1957850,2.3,Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12,324.3840000000001,6,0,1.6893200000000002,1
CHEMBL464552,2.61,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,532.5800000000004,8,4,3.403100000000001,0
CHEMBL1940315,1.4,O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,494.61300000000034,6,2,2.5941,1
CHEMBL129529,1.93,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,306.45,4,1,3.717900000000002,1
CHEMBL2158819,2.17,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,477.43200000000024,4,1,5.374500000000006,0
CHEMBL2321994,0.06,OCC[C@@]1(c2cc3ccccc3o2)CCCNC1,245.32199999999995,3,2,2.4364,1
CHEMBL439871,3.18,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,509.5500000000002,7,1,3.2341000000000024,0
CHEMBL467028,3.12,O=c1oc2ccc(O)cc2cc1-c1ccccc1,238.242,3,1,3.1656000000000013,1
CHEMBL2010838,1.9,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cn2)CC1,459.4760000000002,7,0,2.741600000000001,1
CHEMBL1449167,1.06,Nc1n[nH]c(Nc2ccccc2)n1,175.195,4,3,1.1304999999999998,1
CHEMBL1201,3.16,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,443.63800000000026,5,0,3.4707000000000026,1
CHEMBL1762539,2.61,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCN(C)CC3)c2)n1,503.65100000000047,9,2,3.377220000000002,0
CHEMBL99689,1.2,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,404.4740000000001,8,3,3.136780000000001,1
CHEMBL86754,2.19,Oc1c(I)cc(I)c2cccnc12,396.95300000000003,2,1,3.1496000000000013,1
CHEMBL226781,1.78,O=c1[nH]n(CC#Cc2ccccc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,377.78700000000003,4,2,2.2363999999999997,1
CHEMBL1944692,1.3,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1,481.5930000000002,6,5,3.6323000000000016,1
CHEMBL809,3.15,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.236,1,1,5.179600000000004,0
CHEMBL2086676,3.7,Cc1cc(COc2cnc(N3CCN(C(=O)OC(C)(C)C)CC3)nc2)ccn1,385.46800000000013,7,0,2.8161200000000006,1
CHEMBL2153304,2.28,CCCN(C)c1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,416.5660000000002,5,2,3.681400000000002,1
CHEMBL288524,0.29,NC12CCC(c3ccccc3)(CC1)CC2,201.31299999999993,1,1,2.989700000000002,1
CHEMBL311862,2.7,COc1cc(-c2nn[nH]n2)ccc1Cn1ccc2ccc(NC(=O)OC3CCCC3)cc21,432.4840000000003,7,2,4.369400000000003,1
CHEMBL549344,1.24,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O,361.47100000000006,6,2,2.0584999999999996,1
CHEMBL426851,1.61,CNc1nc2ccccc2n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,510.62000000000035,10,2,2.0642,0
CHEMBL365472,3.1,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(OC(C)C)cc1,431.5360000000002,4,2,5.352820000000004,0
CHEMBL20,-0.78,CC(=O)Nc1nnc(S(N)(=O)=O)s1,222.251,6,2,-0.8561000000000003,1
CHEMBL1689124,1.02,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,466.9870000000002,5,1,3.478600000000002,1
CHEMBL182878,2.9,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,483.6560000000002,3,1,5.332500000000006,0
CHEMBL1079772,2.65,Nc1ncnc2sc(-c3c(-c4ccccc4)ncn3C[C@H]3CCCO3)nc12,378.46100000000024,8,1,3.378000000000001,1
CHEMBL11428,2.87,CC(C)C(NC(=O)Cn1c(C2CCCCC2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,536.5510000000003,7,2,4.311900000000003,0
CHEMBL2035028,2.0,NC1(c2ccc(-c3ncc4ncccc4c3-c3ccccc3)cc2)CCC1,351.45300000000015,3,1,5.301700000000003,0
CHEMBL2062572,2.58,CC(=O)Nc1ccc2ccn(-c3cc(NCCCCO)n4ncc(C#N)c4n3)c2c1,403.4460000000001,8,3,2.6876800000000003,1
CHEMBL408194,2.55,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,317.3920000000001,2,2,4.486940000000003,1
CHEMBL254359,1.2,Nc1ccccc1NC(=O)c1ccc(N2CCOCC2)cc1,297.358,4,2,2.3577000000000004,1
CHEMBL1789148,0.38,CCC(CCNC)Oc1cc(Cl)ccc1C#N,252.745,3,1,2.978580000000001,1
CHEMBL1477550,3.44,O=C(Nc1ccccc1)c1cc2ccccc2o1,237.25799999999998,2,1,3.685100000000002,1
CHEMBL371888,3.6,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,402.4540000000002,7,1,4.673020000000003,1
CHEMBL2335893,3.08,COCCC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,427.5080000000001,6,2,4.649100000000003,1
CHEMBL11144,2.22,CC(C)C(NC(=O)Cn1c(-c2ccc(F)cc2)ncc(NC(=O)OCc2ccncc2)c1=O)C(=O)C(F)(F)F,549.4810000000003,8,2,3.465300000000001,0
CHEMBL216769,2.11,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1,563.6340000000002,9,4,3.8986000000000027,0
CHEMBL213854,0.53,Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O,348.3770000000001,3,1,4.697040000000003,1
CHEMBL1950725,0.81,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)Cc2ccccc2)C1)C1CCCCC1,428.5770000000003,4,3,1.6192000000000024,1
CHEMBL1916280,0.66,CCC(C)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,426.54200000000014,5,2,3.818240000000003,1
CHEMBL2171014,2.0,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,569.5550000000002,6,1,4.773920000000004,0
CHEMBL213029,1.68,COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,380.8310000000001,4,1,4.776220000000003,1
CHEMBL422329,2.16,N=C(N)Nc1cc(Cl)nc(-c2ccccc2)n1,247.68900000000002,3,3,2.1023699999999996,1
CHEMBL2036594,2.8,COc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,396.4070000000002,9,2,2.3057,1
CHEMBL214376,3.1,CC(C)Oc1cc(OCCCN2CCCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,484.9840000000002,8,1,5.407400000000005,0
CHEMBL2110360,3.13,CCN(CC)CCOc1ccc(N(C)C(=O)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)cc1OC,500.56100000000015,4,0,6.378200000000008,0
CHEMBL1934270,1.84,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,434.6060000000002,5,2,4.220140000000004,1
CHEMBL378730,1.27,Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O,364.83200000000016,3,1,5.211340000000003,0
CHEMBL1545465,2.42,COc1ccc(C(=O)C2CCN(C(=O)c3ccco3)CC2)cc1,313.35300000000007,4,0,3.0233000000000017,1
CHEMBL411799,3.6,COc1cc(Nc2ncnc3cccc(O[C@H](C)C(=O)N4CCOCC4)c23)ccc1Oc1ccc(C)nc1,515.5700000000004,9,1,4.503820000000004,0
CHEMBL1870384,3.38,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,328.3680000000001,6,0,3.1740000000000013,1
CHEMBL2208437,1.21,CS(=O)(=O)c1ccccc1C(=O)NCC(O)CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,514.4750000000003,6,3,2.7418000000000013,0
CHEMBL2010843,2.5,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2nc3c(s2)CCCC3)CC1,451.6000000000004,8,0,2.6631,1
CHEMBL1689133,1.66,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,465.3770000000001,4,1,4.120700000000002,1
CHEMBL263655,1.2,Cn1sc(NCc2ccccc2)nc1=O,221.28500000000003,5,1,1.4539,1
CHEMBL244936,3.3,Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,409.96100000000024,4,0,5.145720000000005,0
CHEMBL2164687,3.65,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(Cl)cc4c3C2)CC1,424.93200000000013,3,2,3.6847800000000017,1
CHEMBL1945044,0.91,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,479.60200000000015,7,5,3.4593000000000007,1
CHEMBL57531,2.06,Nc1ncc2cc(-c3c(Br)cccc3Br)c(N)nc2n1,395.0580000000001,5,2,3.3811999999999998,1
CHEMBL2158832,1.26,O=C(O)c1cccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,477.43200000000024,4,1,5.447000000000005,0
CHEMBL1212983,3.41,Cc1cc(C)c2c(N)c(C(=O)NCc3ccccc3)sc2n1,311.41,4,2,3.425340000000001,1
CHEMBL2086659,3.5,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,462.5720000000002,8,0,2.904700000000001,1
CHEMBL2087844,3.8,Cn1ncnc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,476.92800000000017,10,0,2.3521,1
CHEMBL1329237,3.37,CCN(CC)c1ccc(-c2nn3c(-c4[nH]nc5c4CCC5)nnc3s2)cc1,379.4930000000001,7,1,3.5778000000000025,1
CHEMBL1972934,1.19,Nc1ncnc2sccc12,151.194,4,1,1.2735,1
CHEMBL140642,3.0,CC(O)(C(=O)Nc1ccc2c(c1)-c1ccccc1S2(=O)=O)C(F)(F)F,371.336,4,2,2.7516000000000007,1
CHEMBL914,0.42,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,501.66700000000014,4,3,5.510500000000006,0
CHEMBL1631472,1.59,Nc1c(C(=O)NC2CC2)nnc2c(-c3ncccn3)c(F)ccc12,324.319,6,2,1.7003,1
CHEMBL389348,0.18,N=C(N)NCCC[C@H](NC(=O)COCC(c1ccccc1)c1ccccc1)C(=O)O,412.49000000000007,4,5,1.6677700000000013,1
CHEMBL132293,1.09,O=C([C@@H](O)CO)N1CC=C(c2ccc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,447.41900000000027,8,2,1.1867999999999992,1
CHEMBL2178949,1.2,Cc1nc(C)c(-c2ccc3c(c2)CC[C@]32CC[C@@H](C(=O)O)CC2)nc1C(N)=O,379.4600000000001,4,2,3.3181400000000014,1
CHEMBL416,1.97,COc1c2occc2cc2ccc(=O)oc12,216.19199999999995,4,0,2.5478000000000005,1
CHEMBL1818341,1.9,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,372.5340000000002,3,1,3.8837000000000037,1
CHEMBL1289114,2.55,O=C(COCc1ccncc1)N1CCN(c2ccc(Cl)cc2F)CC1,363.82000000000016,4,0,2.7395000000000014,1
CHEMBL1626156,2.98,OCCNCc1cc(Br)ccc1OCc1ccc(Cl)cc1,370.6740000000001,3,2,3.7634000000000025,1
CHEMBL193240,3.95,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,403.21200000000016,4,1,5.030900000000003,0
CHEMBL151592,1.09,Cc1cccc(C(N)=O)c1NC(=O)c1ccccc1,254.28900000000004,2,2,2.3462200000000006,1
CHEMBL1288960,-0.4,Cc1nnc(N)s1,115.161,4,1,0.42872,1
CHEMBL2207657,3.0,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3c(F)cccc23)CC1,487.95900000000023,5,3,3.2631200000000016,1
CHEMBL62746,0.36,N=C(N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,501.4060000000001,4,2,3.033070000000002,0
CHEMBL1180267,0.51,CC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,368.78000000000014,6,2,2.6013000000000006,1
CHEMBL243978,3.27,c1cn(-c2ccc(Oc3nccc(Oc4ccc5c(c4)OCO5)n3)cc2)cn1,374.35600000000005,8,0,3.9756000000000027,1
CHEMBL550904,3.61,CC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,432.5230000000001,7,1,4.378400000000004,1
CHEMBL1952147,2.19,NS(=O)(=O)c1ccc(CCNc2ccc3nnc(-c4ccccc4)n3n2)cc1,394.46000000000004,7,2,2.0932999999999997,1
CHEMBL33,-0.35,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.37300000000005,6,1,1.5439999999999998,1
CHEMBL595,2.8,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,356.44700000000006,5,1,3.159600000000001,1
CHEMBL516441,4.05,CC[C@H](NC(=O)c1c(N)c(-c2cccc(F)c2)nc2ccccc12)c1ccccc1,399.4690000000001,3,2,5.5042000000000035,0
CHEMBL480618,1.75,COc1cc2c(Nc3ccc(F)cc3F)c(C(N)=O)cnc2cc1N1CCN(C)CC1,427.45500000000027,6,2,3.1159000000000017,1
CHEMBL1940296,1.99,CNC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,376.45600000000013,4,2,2.646700000000001,1
CHEMBL446519,1.6,N#Cc1nc(NC2CCOC2)c(N)c(N2CCOCC2)n1,290.327,8,2,-0.03212000000000015,1
CHEMBL237888,2.0,Cn1c(N)nc(CCc2ccccc2)cc1=O,229.28300000000002,4,1,1.1477,1
CHEMBL521851,3.3,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,513.6490000000003,9,1,2.1483999999999996,0
