Name,SMILES,%F,label_cutoff_50%,our model predition_50%,label_cutoff_20%,our model predition_20%,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule,logK(%F)
fenquizone,NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1)N=C2O,53.0,1,1,1.0,1.0,337.78800000000007,4,3,2.416300000000001,1,0.052178011665071564
nolatrexed,Cc1ccc2[nH]c(=N)nc(O)c2c1Sc1ccncc1,95.0,1,1,1.0,1.0,284.34400000000005,5,3,2.60259,1,1.2787536009528289
levosimendan,CC1CC(O)=NN=C1c1ccc(NN=C(C#N)C#N)cc1,85.0,1,1,1.0,1.0,280.291,6,2,2.2020600000000004,1,0.7533276666586115
suprofen,CC(C(=O)O)c1cccc(C(=O)c2cccs2)c1,90.0,1,1,1.0,1.0,260.31399999999996,3,1,3.167200000000001,1,0.9542425094393249
meloxicam,Cc1cnc(N=C(O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,97.0,1,1,1.0,1.0,351.4090000000001,6,2,2.6004200000000006,1,1.5096504795465824
isoxicam,Cc1cc(=NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)[nH]o1,97.0,1,1,1.0,1.0,335.3410000000001,5,2,0.9043199999999998,1,1.5096504795465824
cefdinir,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3c[nH]c(=N)s3)C2SC1,18.5,0,0,0.0,0.0,395.422,8,5,-0.3414299999999992,1,-0.6439858803369628
ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,80.0,1,1,1.0,1.0,263.793,2,0,3.959800000000002,1,0.6020599913279624
cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(N=C(O)Cn4cnnn4)C3SC2)s1,75.0,1,1,1.0,1.0,454.5190000000002,12,2,0.2042199999999998,0,0.47712125471966244
entacapone,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,42.0,0,1,1.0,1.0,305.29,6,2,1.7813800000000002,1,-0.1401787031650368
endralazine,NN=c1cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,75.0,1,1,1.0,1.0,269.30800000000005,4,2,0.3826,1,0.47712125471966244
cefetamet,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1csc(=N)[nH]1,47.0,0,0,1.0,0.0,397.438,8,4,-0.3353299999999989,1,-0.05217801166507157
atipamezole,CCC1(c2cnc[nH]2)Cc2ccccc2C1,2.0,0,0,0.0,0.0,212.296,1,1,2.856300000000001,1,-1.6901960800285136
imiquimod,CC(C)Cn1cnc2c(=N)[nH]c3ccccc3c21,47.0,0,0,1.0,1.0,240.31,3,2,2.6530700000000005,1,-0.05217801166507157
pipemidic_acid,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,93.0,1,1,1.0,1.0,303.32200000000006,7,2,-0.0807999999999999,1,1.1233849085396783
trimethoprim,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,76.0,1,1,1.0,1.0,290.3230000000001,5,4,0.9183399999999996,1,0.5006023505691853
abacavir,N=c1nc2c(ncn2C2C=CC(CO)C2)c(NC2CC2)[nH]1,83.0,1,1,1.0,1.0,286.33900000000006,6,4,0.9226699999999995,1,0.6886291709978
chlorambucil,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,82.0,1,1,1.0,1.0,304.217,2,1,3.377900000000002,1,0.6585413472804106
famciclovir,CC(=O)OCC(CCn1cnc2c[nH]c(=N)nc21)COC(C)=O,77.0,1,1,1.0,1.0,321.33700000000016,8,2,0.3713699999999998,1,0.524762889154889
bromhexine,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,77.5,1,1,1.0,1.0,376.13600000000025,2,1,4.558300000000004,1,0.5371191843949479
pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,88.0,1,1,1.0,1.0,248.326,3,3,1.9055999999999995,1,0.8653014261025438
vorinostat,ON=C(O)CCCCCCC(O)=Nc1ccccc1,43.0,0,1,1.0,1.0,264.325,3,3,3.960900000000003,1,-0.12240640009290486
auranofin,CC(=O)OCC1OC(S)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,20.0,0,0,1.0,1.0,364.3720000000001,10,1,-0.0007000000000003,1,-0.6020599913279624
sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,14.0,0,1,0.0,1.0,295.408,3,2,1.3211999999999997,1,-0.7883704155653297
preclamol,CCCN1CCCC(c2cccc(O)c2)C1,4.0,0,0,0.0,0.0,219.328,2,1,2.981600000000002,1,-1.3802112417116061
bromopride,CCN(CC)CCN=C(O)c1cc(Br)c(N)cc1OC,67.5,1,1,1.0,1.0,344.2530000000001,4,2,2.686300000000001,1,0.3174204118521506
metoclopramide,CCN(CC)CCN=C(O)c1cc(Cl)c(N)cc1OC,76.0,1,1,1.0,1.0,299.8020000000001,4,2,2.5772000000000013,1,0.5006023505691853
bupranolol,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,10.0,0,1,0.0,0.0,271.788,3,2,2.7762200000000012,1,-0.9542425094393249
lidocaine,CCN(CC)CC(O)=Nc1c(C)cccc1C,35.0,0,0,1.0,1.0,234.343,2,1,3.2332400000000012,1,-0.26884531229257996
atenolol,CC(C)NCC(O)COc1ccc(CC(=N)O)cc1,97.0,1,1,1.0,1.0,266.341,4,4,1.5020699999999996,1,1.5096504795465824
trimetazidine,COc1ccc(CN2CCNCC2)c(OC)c1OC,89.0,1,1,1.0,1.0,266.34099999999995,5,1,1.1176,1,0.9079973214866878
bucolome,CCCCC1C(=O)N(C2CCCCC2)C(=O)N=C1O,99.99,1,1,1.0,1.0,266.3409999999999,2,1,3.044200000000001,1,3.9999565683799703
xanomeline,CCCCCCOc1nsnc1C1=CCCN(C)C1,1.0,0,0,0.0,0.0,281.425,5,0,3.2161000000000017,1,-1.99563519459755
tapentadol,CCC(c1cccc(O)c1)C(C)CN(C)C,32.0,0,0,1.0,1.0,221.34399999999997,2,1,3.0835000000000017,1,-0.32735893438633035
oseltamivir,CCC(CC)OC1C=C(C(=O)O)CC(N)C1N=C(C)O,79.0,1,1,1.0,1.0,284.356,4,3,1.6472000000000002,1,0.5754077965565222
amiprilose,CN(C)CCCOC1C(C(O)CO)OC2OC(C)(C)OC21,63.0,1,1,1.0,1.0,305.37100000000004,7,2,-0.4470999999999983,1,0.2311388253865867
succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.01,0,0,0.0,0.0,290.404,4,0,0.2654000000000025,1,-3.9999565683801923
efavirenz,OC1=Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,42.5,0,1,1.0,1.0,315.67799999999994,2,1,4.086700000000001,1,-0.13127891463931898
tenidap,N=C(O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,89.0,1,1,1.0,1.0,320.757,5,3,3.6336700000000017,1,0.9079973214866878
brotizolam,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,70.0,1,1,1.0,1.0,393.69700000000006,5,0,4.404120000000002,1,0.36797678529459443
clonazepam,O=[N+]([O-])c1ccc2c(c1)C(c1ccccc1Cl)=NCC(O)=N2,98.0,1,1,1.0,1.0,315.71600000000007,4,1,3.6872000000000025,1,1.6901960800285136
phenindione,O=C1c2ccccc2C(=O)C1c1ccccc1,97.0,1,1,1.0,1.0,222.243,2,0,2.849400000000001,1,1.5096504795465824
quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1.0,0,0,0.0,0.0,302.23800000000006,7,5,1.988,1,-1.99563519459755
nordazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1,50.0,1,1,1.0,1.0,270.71900000000005,2,1,3.7790000000000017,1,0.0
thyroxine,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,65.0,1,1,1.0,1.0,776.8720000000001,4,3,4.5573000000000015,0,0.26884531229257996
nitrazepam,O=[N+]([O-])c1ccc2c(c1)C(c1ccccc1)=NCC(O)=N2,78.0,1,1,1.0,1.0,281.27099999999996,4,1,3.0338000000000003,1,0.5496719218682742
carprofen,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,90.0,1,1,1.0,1.0,273.719,1,2,4.162600000000002,1,0.9542425094393249
carbazepine-10,N=C(O)N1c2ccccc2C2OC2c2ccccc21,90.0,1,1,1.0,1.0,252.273,2,2,3.443470000000002,1,0.9542425094393249
phenytoin,OC1=NN=C(O)C1(c1ccccc1)c1ccccc1,90.0,1,1,1.0,1.0,252.273,2,2,2.814300000000001,1,0.9542425094393249
lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,74.0,1,1,1.0,1.0,293.725,2,2,4.158220000000002,1,0.45425837176015826
flurbiprofen,CC(C(=O)O)c1ccc(-c2cccc(F)c2)cc1,92.0,1,1,1.0,1.0,244.265,1,1,3.6808000000000023,1,1.0606978403536116
piroxicam,CN1C(C(O)=Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,99.0,1,1,1.0,1.0,331.35300000000007,5,2,2.2305,1,1.99563519459755
ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,99.0,1,1,1.0,1.0,255.27299999999997,3,1,2.291,1,1.99563519459755
cefaclor,NC(C(O)=NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,90.0,1,1,1.0,1.0,367.814,5,3,1.4615999999999998,1,0.9542425094393249
zomepirac,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,99.99,1,1,1.0,1.0,291.73400000000004,3,1,2.8450200000000017,1,3.9999565683799703
flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,16.0,0,1,0.0,1.0,303.293,5,0,1.7736999999999998,1,-0.7201593034059569
eslicarbazepine,N=C(O)N1c2ccccc2CC(O)c2ccccc21,90.0,1,1,1.0,1.0,254.289,2,3,2.906970000000001,1,0.9542425094393249
ceftibuten,N=c1[nH]c(C(=CCC(=O)O)C(O)=NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,82.5,1,0,1.0,0.0,410.4330000000001,7,5,0.6224700000000004,1,0.6734158998636307
fenoprofen,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,80.0,1,1,1.0,1.0,242.274,2,1,3.6670000000000016,1,0.6020599913279624
norzimeldine,CNCC=C(c1ccc(Br)cc1)c1cccnc1,66.0,1,1,1.0,1.0,303.203,2,1,3.4952000000000023,1,0.2880650184996135
xipamide,Cc1cccc(C)c1N=C(O)c1cc(S(N)(=O)=O)c(Cl)cc1O,73.0,1,1,1.0,1.0,354.81500000000005,4,3,2.94614,1,0.4319590959614686
modafinil,[NH2+]=C(O)CS(=O)C(c1ccccc1)c1ccccc1,80.0,1,1,1.0,1.0,274.365,1,2,1.2403000000000004,1,0.6020599913279624
tolmetin,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,95.0,1,1,1.0,1.0,257.289,3,1,2.1916200000000003,1,1.2787536009528289
adrafinil,O=S(CC(O)=[NH+]O)C(c1ccccc1)c1ccccc1,80.0,1,1,1.0,1.0,290.36400000000003,2,3,0.9510000000000008,1,0.6020599913279624
nabumetone,COc1ccc2cc(CCC(C)=O)ccc2c1,35.0,0,0,1.0,1.0,228.29099999999997,2,0,3.370000000000002,1,-0.26884531229257996
ticarcillin,CC1(C)SC2C(N=C([O-])C(C(=O)[O-])c3ccsc3)C([O-])N2C1C(=O)O,0.01,0,0,0.0,0.0,383.4270000000001,9,1,-1.9842999999999968,1,-3.9999565683801923
agomelatine,COc1ccc2cccc(CCN=C(C)O)c2c1,5.0,0,0,0.0,0.0,243.30599999999995,2,1,3.367300000000002,1,-1.278753600952829
chlorpheniramine,CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1,41.0,0,0,1.0,1.0,275.783,3,0,3.434700000000002,1,-0.15806815492240867
pirlindole,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,20.0,0,0,1.0,1.0,226.32299999999995,2,1,2.930320000000001,1,-0.6020599913279624
ramixotidine,CN(C)c1ccc(CSCCN=C(O)c2ccc[n+]([O-])c2)o1,60.0,1,1,1.0,1.0,321.402,5,1,2.2169999999999996,1,0.17609125905568124
rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,45.0,0,0,1.0,1.0,269.35200000000003,4,1,1.9118,1,-0.08715017571890014
ximoprofen,CC(C(=O)O)c1ccc(C2CCCC(=NO)C2)cc1,98.0,1,1,1.0,1.0,261.3209999999999,3,2,3.3625000000000016,1,1.6901960800285136
fenspiride,OC1=NCC2(CCN(CCc3ccccc3)CC2)O1,90.0,1,1,1.0,1.0,260.337,3,1,2.0079,1,0.9542425094393249
fluvoxamine,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,53.0,1,1,1.0,1.0,318.339,4,1,3.201500000000001,1,0.052178011665071564
primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,96.0,1,1,1.0,1.0,259.35299999999995,4,2,2.782700000000001,1,1.380211241711606
ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,34.0,0,0,1.0,1.0,247.3379999999999,3,1,2.3347000000000007,1,-0.2880650184996136
meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,52.0,1,1,1.0,1.0,247.3379999999999,3,0,2.2131,1,0.03476210625921191
capecitabine,CCCCCOC(O)=Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,99.99,1,1,1.0,1.0,359.354,8,3,0.7737999999999998,1,3.9999565683799703
milnacipran,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,84.0,1,1,1.0,1.0,246.354,2,1,1.7714,1,0.7201593034059569
mepindolol,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,82.0,1,1,1.0,1.0,262.35299999999995,3,3,2.2140199999999997,1,0.6585413472804106
nipradilol,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,35.0,0,0,1.0,1.0,326.3490000000001,7,2,0.9360999999999998,1,-0.26884531229257996
gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,98.0,1,1,1.0,1.0,250.33799999999997,2,1,3.573240000000002,1,1.6901960800285136
n-acetylprocainamide,CCN(CC)CCNC(=O)c1ccc(N=C(C)O)cc1,83.0,1,1,1.0,1.0,277.368,3,2,2.3661000000000003,1,0.6886291709978
amdinocillin,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,5.0,0,1,0.0,0.0,325.4339999999999,4,1,1.4062,1,-1.278753600952829
sulpiride,CCN1CCC(CN=C(O)c2cc(S(N)(=O)=O)ccc2OC)C1,27.0,0,1,1.0,1.0,341.43300000000016,5,2,0.989000000000001,1,-0.4319590959614686
meptazinol,CCC1(c2cccc(O)c2)CCCCN(C)C1,9.0,0,0,0.0,0.0,233.3549999999999,2,1,3.1557000000000013,1,-1.0047988828817687
alprenolol,C=CCc1ccccc1OCC(O)CNC(C)C,8.0,0,0,0.0,0.0,249.35399999999996,3,2,2.1528,1,-1.0606978403536116
oxprenolol,C=CCOc1ccccc1OCC(O)CNC(C)C,44.0,0,0,1.0,1.0,265.35299999999995,4,2,1.9891,1,-0.104735350520013
tiapride,CCN(CC)CCN=C(O)c1cc(S(C)(=O)=O)ccc1OC,75.0,1,1,1.0,1.0,328.4340000000001,5,1,1.7451,1,0.47712125471966244
recainam,Cc1cccc(C)c1NC(O)=NCCCNC(C)C,73.0,1,1,1.0,1.0,263.385,2,3,3.0174400000000015,1,0.4319590959614686
metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,38.0,0,0,1.0,1.0,267.36899999999997,4,2,1.6132,1,-0.21260809288144372
estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,93.0,1,1,1.0,1.0,294.745,4,0,3.2717000000000027,1,1.1233849085396783
lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,75.0,1,1,1.0,1.0,335.1900000000001,3,1,3.1256000000000013,1,0.47712125471966244
benoxaprofen,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,95.0,1,1,1.0,1.0,301.729,3,1,4.336300000000002,1,1.2787536009528289
diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,99.0,1,1,1.0,1.0,284.74600000000004,2,0,3.153800000000002,1,1.99563519459755
clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,90.0,1,1,1.0,1.0,300.74500000000006,2,0,3.3712000000000018,1,0.9542425094393249
nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,95.0,1,1,1.0,1.0,295.29800000000006,4,0,2.4086000000000007,1,1.2787536009528289
mebendazole,COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,22.0,0,1,1.0,1.0,295.298,4,2,2.985800000000001,1,-0.5496719218682742
chlordiazepoxide,CN=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,99.0,1,1,1.0,1.0,299.761,2,1,3.1415000000000006,1,1.99563519459755
lansoprazole,Cc1c(OCC(F)(F)F)cc[nH+]c1CS(=O)c1nc2ccccc2[nH]1,81.0,1,1,1.0,1.0,370.3760000000001,3,1,2.9343200000000005,1,0.6297314179258209
valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,83.0,1,1,1.0,1.0,314.36600000000004,4,1,2.9644200000000005,1,0.6886291709978
fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,78.0,1,1,1.0,1.0,254.28500000000005,2,1,3.4011000000000022,1,0.5496719218682742
clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,2.5,0,1,0.0,0.0,318.82899999999995,3,0,3.777700000000003,1,-1.5910646070264993
pantoprazole,COc1cc[nH+]c(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,77.0,1,1,1.0,1.0,384.38400000000007,5,1,2.3034,1,0.524762889154889
sitagliptin,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,87.0,1,1,1.0,1.0,407.31800000000015,5,1,2.0164999999999997,1,0.8255759003117817
epinastine,N=C1NCC2c3ccccc3Cc3ccccc3N12,40.0,0,0,1.0,1.0,249.317,1,2,2.676470000000001,1,-0.17609125905568127
nevirapine,Cc1cccc2c1N=C(O)c1cccnc1N2C1CC1,93.0,1,1,1.0,1.0,265.31600000000003,3,1,3.640220000000002,1,1.1233849085396783
apomorphine,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,10.0,0,0,0.0,0.0,253.301,3,3,2.5077,1,-0.9542425094393249
indapamide,CC1Nc2ccccc2C1N=C(O)c1ccc(Cl)cc1S(N)(=O)=O,90.0,1,1,1.0,1.0,365.8420000000001,4,3,2.8472999999999997,1,0.9542425094393249
metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,65.0,1,1,1.0,1.0,365.8420000000001,4,2,2.714120000000001,1,0.26884531229257996
clopidogrel,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,50.0,1,1,1.0,1.0,321.829,4,0,3.6739000000000024,1,0.0
fenoldopam,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,6.0,0,0,0.0,0.0,305.76099999999997,4,4,2.734400000000001,1,-1.1949766032160551
febuxostat,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,84.0,1,1,1.0,1.0,316.382,5,1,3.723200000000002,1,0.7201593034059569
cephalothin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N=C(O)Cc3cccs3)C2SC1,0.01,0,0,0.0,0.0,396.4460000000001,7,2,1.4326,1,-3.9999565683801923
cefuroxime,CON=C(C(O)=NC1C(=O)N2C(C(=O)O)=C(COC(=N)O)CSC12)c1ccco1,32.0,0,0,1.0,0.0,424.3910000000001,9,4,0.7183700000000013,1,-0.32735893438633035
zimeldine,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,29.0,0,0,1.0,1.0,317.22999999999996,2,0,3.8374000000000024,1,-0.38886035082011916
cephalexin,CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)c3ccccc3)C2SC1,90.0,1,1,1.0,1.0,347.3960000000001,5,3,1.2852000000000003,1,0.9542425094393249
cefadroxil,CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)c3ccc(O)cc3)C2SC1,95.0,1,1,1.0,1.0,363.3950000000001,6,4,0.9908,1,1.2787536009528289
cefoxitin,COC1(N=C(O)Cc2ccsc2)C(=O)N2C(C(=O)O)=C(COC(=N)O)CSC21,0.01,0,0,0.0,0.0,427.46000000000015,8,4,1.3529700000000005,1,-3.9999565683801923
cefotaxime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(=N)[nH]1,0.01,0,0,0.0,0.0,455.4740000000001,10,4,-0.7921299999999982,1,-3.9999565683801923
loracarbef,NC(CNC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,94.0,1,1,1.0,1.0,335.791,4,3,1.1842,1,1.194976603216055
retigabine,CCOC(O)=Nc1ccc(NCc2ccc(F)cc2)cc1N,60.0,1,1,1.0,1.0,303.33700000000005,4,3,3.602000000000001,1,0.17609125905568124
norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,35.0,0,1,1.0,1.0,319.336,5,2,1.2683,1,-0.26884531229257996
nomifensine,CN1Cc2c(N)cccc2C(c2ccccc2)C1,27.0,0,0,1.0,1.0,238.334,2,1,2.8461000000000016,1,-0.4319590959614686
penicillin_g,CC1(C)SC2C(N=C(O)Cc3ccccc3)C(=O)N2C1C(=O)O,30.0,0,1,1.0,1.0,334.39700000000005,4,2,1.7011,1,-0.36797678529459443
penicillin_v,CC1(C)SC2C(N=C(O)COc3ccccc3)C(=O)N2C1C(=O)O,60.0,1,1,1.0,1.0,350.3960000000001,5,2,1.5374,1,0.17609125905568124
tenatoprazole,COc1ccc2nc(S(=O)Cc3[nH+]cc(C)c(OC)c3C)[nH]c2n1,77.0,1,1,1.0,1.0,347.4200000000001,5,1,1.7138399999999998,1,0.524762889154889
brompheniramine,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,89.0,1,1,1.0,1.0,319.246,2,0,3.9277000000000024,1,0.9079973214866878
ampicillin,CC1(C)SC2C(N=C(O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,62.0,1,1,1.0,1.0,349.4120000000001,5,3,1.1584,1,0.21260809288144372
cephradine,CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)C3=CCC=CC3)C2SC1,94.0,1,1,1.0,1.0,349.4120000000001,5,3,1.1889,1,1.194976603216055
amoxicillin,CC1(C)SC2C(N=C(O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,93.0,1,1,1.0,1.0,365.4110000000001,6,4,0.8639999999999999,1,1.1233849085396783
tripamide,NS(=O)(=O)c1cc(C(O)=NN2CC3C4CCC(C4)C3C2)ccc1Cl,80.0,1,1,1.0,1.0,369.87400000000014,4,2,2.1849,1,0.6020599913279624
linezolid,CC(O)=NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,99.99,1,1,1.0,1.0,337.35100000000006,5,1,1.9639,1,3.9999565683799703
itasetron,CN1C2CCC1CC(N=C(O)n1c(O)nc3ccccc31)C2,64.0,1,1,1.0,1.0,300.3620000000001,5,2,2.1292,1,0.2498774732165999
azapropazone,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,83.0,1,1,1.0,1.0,300.3620000000001,4,0,2.0642199999999997,1,0.6886291709978
torasemide,Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(O)=NC(C)C)c1,80.0,1,1,1.0,1.0,348.4280000000001,4,3,2.15622,1,0.6020599913279624
zolmitriptan,CN(C)CCc1c[nH]c2ccc(CC3COC(O)=N3)cc12,45.0,0,0,1.0,1.0,287.363,3,2,2.1273,1,-0.08715017571890014
alizapride,C=CCN1CCCC1CN=C(O)c1cc2[nH]nnc2cc1OC,84.0,1,1,1.0,1.0,315.3770000000001,5,2,1.9215,1,0.7201593034059569
propranolol,CC(C)NC(C)C(O)c1cccc2ccccc12,26.0,0,0,1.0,1.0,243.35,2,2,3.259700000000002,1,-0.4542583717601582
ramelteon,CCC(O)=NCCC1CCc2ccc3c(c21)CCO3,2.0,0,0,0.0,0.0,259.349,2,1,3.4079000000000024,1,-1.6901960800285136
nortilidine,CCOC(=O)C1(c2ccccc2)CCC=CC1NC,99.0,1,1,1.0,1.0,259.349,3,1,2.4255000000000004,1,1.99563519459755
rolipram,COc1ccc(C2CN=C(O)C2)cc1OC1CCCC1,75.0,1,1,1.0,1.0,275.348,3,1,3.4604000000000026,1,0.47712125471966244
melperone,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,60.0,1,1,1.0,1.0,263.356,2,0,3.520500000000003,1,0.17609125905568124
procaterol,CCC(NC(C)C)C(O)c1ccc(O)c2nc(O)ccc12,40.0,0,0,1.0,1.0,290.363,5,4,2.4560000000000013,1,-0.17609125905568127
tegaserod_maleate,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,11.0,0,0,0.0,0.0,301.3940000000001,3,4,2.8145700000000007,1,-0.9079973214866878
tolperisone,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,17.0,0,0,0.0,0.0,245.36599999999993,2,0,3.2997200000000024,1,-0.6886291709978
oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,11.0,0,0,0.0,0.0,260.3809999999999,3,2,2.850740000000001,1,-0.9079973214866878
propiram,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1,97.0,1,1,1.0,1.0,275.396,3,0,2.6990000000000007,1,1.5096504795465824
ropinirole,CCCNC(Cc1cccc2c1CC(O)=N2)NCCC,55.0,1,1,1.0,1.0,275.396,3,3,2.698500000000001,1,0.0871501757189002
tertatolol,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,60.0,1,1,1.0,1.0,295.4480000000001,4,2,2.8527000000000013,1,0.17609125905568124
artemether,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,58.0,1,1,1.0,1.0,298.379,5,0,2.8408000000000015,1,0.1401787031650368
oseltamivir,CCOC(=O)C1=CC(OC(CC)CC)C(N=C(C)O)C(N)C1,75.0,1,1,1.0,1.0,312.41,5,2,2.1257,1,0.47712125471966244
quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,32.0,0,1,1.0,1.0,386.8010000000001,2,0,5.026200000000003,0,-0.32735893438633035
letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,99.0,1,1,1.0,1.0,285.31,5,0,2.65916,1,1.99563519459755
triazolam,CC1=NNC2=CN=C(c3ccccc3Cl)c3cc(Cl)ccc3N21,44.0,0,0,1.0,1.0,343.21700000000004,4,1,4.386300000000002,1,-0.104735350520013
pirazolac,O=C(O)Cc1nn(-c2ccc(F)cc2)cc1-c1ccc(Cl)cc1,93.5,1,1,1.0,1.0,330.7460000000001,3,1,3.9589000000000016,1,1.1578982542296623
