"SMILES","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","Oral absorption","UNIT {Oral absorption}","Oral absorption {measured, converted}","UNIT {Oral absorption}","Species","AssayID","UNIT {AssayID}","Molecule ChEMBL ID","UNIT {Molecule ChEMBL ID}","Document ChEMBL ID","UNIT {Document ChEMBL ID}","Clinical phase","UNIT {Clinical phase}"
"N1(CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3)C(C)(C)C","-","AUTO_123","budipine","A110666","24306326","-","-","47.0","% ","47.0","% ","","","-","","-","","-","","-"
"O(C)C1=CC(OC)=CC(OC)=C1C(=O)CCCN2CCCC2","-","AUTO_124","Buflomedil","A110666","24306326","-","-","65.0","% ","65.0","% ","","","-","","-","","-","","-"
"CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O","-","AUTO_125","bufuralol","A110666","24306326","-","-","46.0","% ","46.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(N)C1=CC(=CC(NCCCC)=C1OC2=CC=CC=C2)C(O)=O","-","AUTO_126","Bumetanide","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"O=C(NC1=C(C=CC=C1C)C)C2N(CCCC2)CCCC","-","AUTO_127","bupivacaine","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"O1C2C34C5(CC(C(O)(C(C)(C)C)C)C2(OC)CC5)C(N(CC3)CC6CC6)CC7=C4C1=C(O)C=C7","-","AUTO_128","Buprenorphine","A110666","24306326","-","-","28.0","% ","28.0","% ","","","-","","-","","-","","-"
"O=C1N(CCCCN2CCN(C3=NC=CC=N3)CC2)C(=O)CC4(C1)CCCC4","-","AUTO_129","Buspirone","A110666","24306326","-","-","3.9","% ","3.9","% ","","","-","","-","","-","","-"
"S(OCCCCOS(=O)(=O)C)(=O)(=O)C","-","AUTO_130","Busulfan","A110666","24306326","-","-","70.0","% ","70.0","% ","","","-","","-","","-","","-"
"O=C1NC(=O)NC(=O)C1(CC(C)C)CC=C","-","AUTO_131","butalbital","A110666","24306326","-","-","85.0","% ","85.0","% ","","","-","","-","","-","","-"
"OC12C3(CCCC1)CCN(C2CC4=C3C=C(O)C=C4)CC5CCC5","-","AUTO_132","butorphanol","A110666","24306326","-","-","17.0","% ","17.0","% ","","","-","","-","","-","","-"
"O1C2C3[N+](C(CC(OC(=O)C(CO)C4=CC=CC=C4)C3)C12)(CCCC)C","-","AUTO_133","Butylscopolamine","A110666","24306326","-","-","1.0","% ","1.0","% ","","","-","","-","","-","","-"
"O=C(N(CCCN(C)C)C(=O)NCC)C1CC2C(N(C1)CC=C)CC=3C4=C2C=CC=C4NC3","-","AUTO_134","CABERGOLINE","A110666","24306326","-","-","65.0","% ","65.0","% ","","","-","","-","","-","","-"
"O=C1N(C(=O)N(C=2N=CN(C12)C)C)C","-","AUTO_135","Caffeine","A110666","24306326","-","-","98.0","% ","98.0","% ","","","-","","-","","-","","-"
"OC1CC(O)CC(=CC=C2C3CCC(C(C=CC(O)C4CC4)C)C3(CCC2)C)C1=C","-","AUTO_136","Calcipotriol","A110666","24306326","-","-","5.5","% ","5.5","% ","","","-","","-","","-","","-"
"OC1CC(O)CC(=CC=C2C3CCC(C(CCCC(O)(C)C)C)C3(CCC2)C)C1=C","-","AUTO_137","calcitriol","A110666","24306326","-","-","61.0","% ","61.0","% ","","","-","","-","","-","","-"
"FC1=CN(C2OC(C)C(O)C2O)C(=O)N=C1NC(OCCCCC)=O","-","AUTO_138","CAPECITABINE","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"SCC(C(=O)N1CCCC1C(O)=O)C","-","AUTO_139","Captopril","A110666","24306326","-","-","69.0","% ","69.0","% ","","","-","","-","","-","","-"
"O=C(N)N1C2=C(C=CC3=C1C=CC=C3)C=CC=C2","-","AUTO_140","carbamazepine","A110666","24306326","-","-","70.0","% ","70.0","% ","","","-","","-","","-","","-"
"S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(C(O)=O)C3=CC=CC=C3","-","AUTO_141","Carbenicillin","A110666","24306326","-","-","35.0","% ","35.0","% ","","","-","","-","","-","","-"
"S=C1N(C=CN1C)C(=O)OCC","-","AUTO_142","Carbimazole","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"ClCCN(N=O)C(=O)NCCCl","-","AUTO_143","carmustine","A110666","24306326","-","-","11.5","% ","11.5","% ","","","-","","-","","-","","-"
"O(CC(O)CNC(C)(C)C)C1=C2CCC(=O)NC2=CC=C1","-","AUTO_144","carteolol","A110666","24306326","-","-","88.0","% ","88.0","% ","","","-","","-","","-","","-"
"O(CCNCC(OCC=1C=2C3=C(NC2C=CC1)C=CC=C3)O)C4=CC=CC=C4OC","-","AUTO_145","Carvedilol (racemic)","A110666","24306326","-","-","25.0","% ","25.0","% ","","","-","","-","","-","","-"
"S1C2N(C(=O)C2NC(=O)CC#N)C(C(O)=O)=C(C1)COC(=O)C","-","AUTO_146","Cefacetrile","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"ClC=1CSC2N(C(=O)C2NC(=O)C(N)C3=CC=CC=C3)C1C(O)=O","-","AUTO_147","Cefaclor","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"S1C2N(C(=O)C2NC(=O)C(N)C3=CC=C(O)C=C3)C(C(O)=O)=C(C1)C","-","AUTO_148","Cefadroxil","A110666","24306326","-","-","95.0","% ","95.0","% ","","","-","","-","","-","","-"
"CN1N=NN=C1SCC2=C(N3C(SC2)C(NC(=O)C(O)C4=CC=CC=C4)C3=O)C(=O)O","-","AUTO_149","cefamandole","A110666","24306326","-","-","96.0","% ","96.0","% ","","","-","","-","","-","","-"
"S1C2N(C(=O)C2NC(=O)C(N)C3=CC=C(O)C=C3)C(C(O)=O)=C(C1)CSC=4N=NNC4","-","AUTO_150","cefatrizine","A110666","24306326","-","-","66.0","% ","66.0","% ","","","-","","-","","-","","-"
"S1C(=NN=C1SCC=2CSC3N(C(=O)C3NC(=O)CN4N=NN=C4)C2C(O)=O)C","-","AUTO_151","Cefazolin","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S1C(=NN=C1SCC=2CSC3N(C(=O)C3NC(=O)C(OC(=O)C(N)C)C4=CC=CC=C4)C2C(OCC=5OC(OC5C)=O)=O)C","-","AUTO_152","Cefcanel daloxate","A110666","24306326","-","-","40.0","% ","40.0","% ","","","-","","-","","-","","-"
"C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O","-","AUTO_153","CEFDINIR","A110666","24306326","-","-","18.5","% ","18.5","% ","","","-","","-","","-","","-"
"S1C=NC(C)=C1C=CC=2CSC3N(C(=O)C3NC(=O)C(=NOC)C=4N=C(SC4)N)C2C(O)=O","-","AUTO_154","CEFDITOREN","A110666","24306326","-","-","14.0","% ","14.0","% ","","","-","","-","","-","","-"
"S1C=C(N=C1N)C(=NOC)C(=O)NC2C3SCC(C[N+]4(CCCC4)C)=C(N3C2=O)C(O)=O","-","AUTO_155","CEFEPIME","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"S1C=C(N=C1N)C(=NOC)C(=O)NC2C3SCC(C)=C(N3C2=O)C(O)=O","-","AUTO_156","CEFETAMET","A110666","24306326","-","-","47.0","% ","47.0","% ","","","-","","-","","-","","-"
"S1C=C(N=C1N)C(=NOCC(O)=O)C(=O)NC2C3SCC(C=C)=C(N3C2=O)C(O)=O","-","AUTO_157","Cefixime","A110666","24306326","-","-","47.0","% ","47.0","% ","","","-","","-","","-","","-"
"S1C(CC(O)=O)=C(N=C1SCC=2CSC3N(C(=O)C3NC(=O)C(=NOC)C=4N=C(SC4)N)C2C(O)=O)C","-","AUTO_158","Cefodizime","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S1C2N(C(=O)C2NC(=O)C(NC(=O)N3CCN(CC)C(=O)C3=O)C4=CC=C(O)C=C4)C(C(O)=O)=C(C1)CSC5=NN=NN5C","-","AUTO_159","cefoperazone","A110666","24306326","-","-","10.0","% ","10.0","% ","","","-","","-","","-","","-"
"COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3","-","AUTO_160","Cefoxitin","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S1C=C(N=C1N)C(=NOC)C(=O)NC2C3SCC(COC)=C(N3C2=O)C(OC(OC(OC(C)C)=O)C)=O","-","AUTO_161","cefpodoxime proxetil","A110666","24306326","-","-","52.0","% ","52.0","% ","","","-","","-","","-","","-"
"S1C2N(C(=O)C2NC(=O)C(N)C3=CC=C(O)C=C3)C(C(O)=O)=C(C1)C=CC","-","AUTO_162","cefprozil","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"S1C=C(N=C1N)C(=NOC(C(O)=O)(C)C)C(=O)NC2C3SCC(C[N+]4=CC=CC=C4)=C(N3C2=O)C(O)=O","-","AUTO_163","Ceftazidime","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S1C=C(N=C1N)C(=CCC(O)=O)C(=O)NC2C3SCC=C(N3C2=O)C(O)=O","-","AUTO_164","CEFTIBUTEN","A110666","24306326","-","-","82.5","% ","82.5","% ","","","-","","-","","-","","-"
"S1C=C(N=C1N)C(=NOC)C(=O)NC2C3SCC=C(N3C2=O)C(O)=O","-","AUTO_165","ceftizoxime","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)CSC3=NC(=O)C(=O)NN3C)C4=CSC(N)=N4","-","AUTO_166","ceftriaxone","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S1C2N(C(=O)C2NC(=O)C(=NOC)C=3OC=CC3)C(C(O)=O)=C(C1)COC(=O)N","-","AUTO_167","cefuroxime","A110666","24306326","-","-","32.0","% ","32.0","% ","","","-","","-","","-","","-"
"O(CC(O)CNC(C)(C)C)C1=CC=C(NC(=O)N(CC)CC)C=C1C(=O)C","-","AUTO_168","Celiprolol","A110666","24306326","-","-","40.0","% ","40.0","% ","","","-","","-","","-","","-"
"S1C2N(C(C(=O)O)=C(C)C1)C(=O)C2NC(=O)C(N)C3=CC=CC=C3","-","AUTO_169","Cephalexin","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"S1C=CC=C1CC(=O)NC2C3SCC(COC(=O)C)=C(N3C2=O)C(O)=O","-","AUTO_170","Cephalothin","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S1C2N(C(=O)C2NC(=O)CSC3=CC=NC=C3)C(C(O)=O)=C(C1)COC(=O)C","-","AUTO_171","CEPHAPIRIN","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S1C2N(C(=O)C2NC(=O)C(N)C=3CC=CCC3)C(C(O)=O)=C(C1)C","-","AUTO_172","Cephradine","A110666","24306326","-","-","94.0","% ","94.0","% ","","","-","","-","","-","","-"
"FC1=CC=C(C=C1)C2=C(COC)C(=NC(C(C)C)=C2C=CC(O)CC(O)CC(O)=O)C(C)C","-","AUTO_173","Cerivastatin","A110666","24306326","-","-","60.0","% ","60.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(C=C1)C(N2CCN(CC2)CCOCC(O)=O)C3=CC=CC=C3","-","AUTO_174","cetirizine","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"ClCCN(CCCl)C1=CC=C(C=C1)CCCC(O)=O","-","AUTO_175","Chlorambucil","A110666","24306326","-","-","82.0","% ","82.0","% ","","","-","","-","","-","","-"
"ClC(Cl)C(=O)NC(C(O)C1=CC=C([N+](=O)[O-])C=C1)CO","-","AUTO_176","Chloramphenicol","A110666","24306326","-","-","82.0","% ","82.0","% ","","","-","","-","","-","","-"
"ClC(Cl)C(=O)NC(C(O)C1=CC=C([N+](=O)[O-])C=C1)COC(=O)CCCCCCCCCCCCCCC","-","AUTO_177","Chloramphenicol_palmitate","A110666","24306326","-","-","80.0","% ","80.0","% ","","","-","","-","","-","","-"
"ClC1=CC2=C(N=C(NC)C[N+]([O-])=C2C3=CC=CC=C3)C=C1","-","AUTO_178","Chlordiazepoxide","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(NC(=NC(=NCCCCCCN=C(N=C(NC2=CC=C(Cl)C=C2)N)N)N)N)C=C1","-","AUTO_179","CHLORHEXIDINE","A110666","24306326","-","-","1.0","% ","1.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(C=C1)C2S(=O)(=O)CCC(=O)N2C","-","AUTO_180","Chlormezanone","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"ClC=1C=C2N=CC=C(N(CCCCN(CC)CC)C)C2=CC1","-","AUTO_181","Chloroquine","A110666","24306326","-","-","80.0","% ","80.0","% ","","","-","","-","","-","","-"
"ClC1=CC=2N=CNS(=O)(=O)C2C=C1S(=O)(=O)N","-","AUTO_182","Chlorothiazide","A110666","24306326","-","-","13.0","% ","13.0","% ","","","-","","-","","-","","-"
"ClC1=CC(Cl)=C2C(N=CC=C2)=C1O","-","AUTO_183","chloroxine","A110666","24306326","-","-","89.0","% ","89.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(N(CCN(C)C)C2=NC=CC=C2)C=C1","-","AUTO_184","Chlorpheniramine","A110666","24306326","-","-","41.0","% ","41.0","% ","","","-","","-","","-","","-"
"ClC1=CC=2N(C3=C(SC2C=C1)C=CC=C3)CCCN(C)C","-","AUTO_185","Chlorpromazine","A110666","24306326","-","-","25.0","% ","25.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(S(=O)(=O)NC(=O)NCCC)C=C1","-","AUTO_186","chlorpropamide","A110666","24306326","-","-","95.0","% ","95.0","% ","","","-","","-","","-","","-"
"ClC1=CC2=C(SC3=C(C=CC=C3)C2=CCCN(C)C)C=C1","-","AUTO_187","Chlorprothixene","A110666","24306326","-","-","41.0","% ","41.0","% ","","","-","","-","","-","","-"
"CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O","-","AUTO_188","chlortetracycline","A110666","24306326","-","-","30.0","% ","30.0","% ","","","-","","-","","-","","-"
"N1CCN=C1C2CC2(C3=CC=CC=C3)C4=CC=CC=C4","-","AUTO_189","Cibenzoline","A110666","24306326","-","-","86.0","% ","86.0","% ","","","-","","-","","-","","-"
"OC1CC2C(CC(C2)=CCOCC(O)=O)C1C#CC(O)C(CC#CCC)C","-","AUTO_190","Cicaprost","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"O1C2(C(OC1C3CCCCC3)CC4C5C(C6(C(=CC(=O)C=C6)CC5)C)C(O)CC42C)C(=O)COC(=O)C(C)C","-","AUTO_191","CICLESONIDE","A110666","24306326","-","-","1.0","% ","1.0","% ","","","-","","-","","-","","-"
"CC(C)NCC(COC1=CC=C(C=C1)OCCOCC2CC2)O","-","AUTO_192","Cicloprolol","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"P(O)(O)(=O)COC(CN1C=CC(=NC1=O)N)CO","-","AUTO_193","Cidofovir","A110666","24306326","-","-","5.0","% ","5.0","% ","","","-","","-","","-","","-"
"O=C1N2N(CCCC1NC(CCC3=CC=CC=C3)C(OCC)=O)CCCC2C(O)=O","-","AUTO_194","Cilazapril","A110666","24306326","-","-","60.0","% ","60.0","% ","","","-","","-","","-","","-"
"O=C1N2N(CCCC1NC(CCC3=CC=CC=C3)C(O)=O)CCCC2C(O)=O","-","AUTO_195","Cilazaprilat","A110666","24306326","-","-","26.0","% ","26.0","% ","","","-","","-","","-","","-"
"O(C1=CC(=CC=C1OC)C2(CCC(CC2)C(O)=O)C#N)C3CCCC3","-","AUTO_196","Cilomilast","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"S(CC=1N=CNC1C)CCNC(=NC)NC#N","-","AUTO_197","Cimetidine","A110666","24306326","-","-","60.0","% ","60.0","% ","","","-","","-","","-","","-"
"O1C2C3[N+](C(CC(OC(=O)C(CO)C4=CC=CC=C4)C3)C12)(CC5CC5)C","-","AUTO_198","Cimetropium","A110666","24306326","-","-","2.0","% ","2.0","% ","","","-","","-","","-","","-"
"FC(F)(F)C1=CC(=CC=C1)CCCNC(C)C2=C3C(=CC=C2)C=CC=C3","-","AUTO_199","Cinacalcet","A110666","24306326","-","-","20.0","% ","20.0","% ","","","-","","-","","-","","-"
"ClC1=CC2=C(N(CCC#N)C(=O)C(O)N=C2C3=CC=CC=C3F)C=C1","-","AUTO_200","Cinolazepam","A110666","24306326","-","-","95.0","% ","95.0","% ","","","-","","-","","-","","-"
"O1C2=C(OC1)C=C3N(N=C(C(O)=O)C(=O)C3=C2)CC","-","AUTO_201","Cinoxacin","A110666","24306326","-","-","72.5","% ","72.5","% ","","","-","","-","","-","","-"
"ClC1(Cl)CC1C2=CC=C(OC(C(O)=O)(C)C)C=C2","-","AUTO_202","Ciprofibrate","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"FC1=CC2=C(N=C1N3CCCCC3)N(C=C(C(O)=O)C2=O)C4CC4","-","AUTO_203","Ciprofloxacin","A110666","24306326","-","-","60.0","% ","60.0","% ","","","-","","-","","-","","-"
"ClC1=CC(C(=O)NC2CCN(CC2OC)CCCOC3=CC=C(F)C=C3)=C(OC)C=C1N","-","AUTO_204","cisapride","A110666","24306326","-","-","40.0","% ","40.0","% ","","","-","","-","","-","","-"
"ClC1=NC(N)=C2N=CN(C2=N1)C3OC(CO)C(O)C3","-","AUTO_205","Cladribine","A110666","24306326","-","-","45.0","% ","45.0","% ","","","-","","-","","-","","-"
"O1C(CC)C(O)(C)C(O)C(C)C(=O)C(CC(OC)(C)C(OC2OC(CC(N(C)C)C2O)C)C(C)C(OC3OC(C)C(O)C(OC)(C3)C)C(C)C1=O)C","-","AUTO_206","Clarithromycin","A110666","24306326","-","-","55.0","% ","55.0","% ","","","-","","-","","-","","-"
"O1C2N(C(C(O)=O)C1=CCO)C(=O)C2","-","AUTO_207","Clavulanic Acid (Clavulanate)","A110666","24306326","-","-","75.0","% ","75.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(C=C1)C(OCCC2N(CCC2)C)(C)C3=CC=CC=C3","-","AUTO_208","clemastine","A110666","24306326","-","-","37.0","% ","37.0","% ","","","-","","-","","-","","-"
"ClC1=CC(=CC(Cl)=C1N)C(O)CNC(C)(C)C","-","AUTO_209","clenbuterol","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"ClC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N3CC(N)CC3)C4CC4","-","AUTO_210","Clinafloxacin","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"ClC(C(NC(=O)C1N(CC(C1)CCC)C)C2OC(SC)C(O)C(O)C2O)C","-","AUTO_211","Clindamycin","A110666","24306326","-","-","87.0","% ","87.0","% ","","","-","","-","","-","","-"
"ClC1=CC=2N(C(=O)CC(=O)N(C2C=C1)C)C3=CC=CC=C3","-","AUTO_212","Clobazam","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"ClC(Cl)(P(O)(O)=O)P(O)(O)=O","-","AUTO_213","Clodronate","A110666","24306326","-","-","1.0","% ","1.0","% ","","","-","","-","","-","","-"
"ClC1=NC(N)=C2N=CN(C2=N1)C3OC(CO)C(O)C3F","-","AUTO_214","Clofarabine","A110666","24306326","-","-","50.0","% ","50.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(N2C3=CC(=NC(C)C)C(NC4=CC=C(Cl)C=C4)=CC3=NC5=C2C=CC=C5)C=C1","-","AUTO_215","Clofazimine","A110666","24306326","-","-","57.0","% ","57.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(OC(C(OCC)=O)(C)C)C=C1","-","AUTO_216","Clofibrate","A110666","24306326","-","-","95.0","% ","95.0","% ","","","-","","-","","-","","-"
"ClCCC=1SC=NC1C","-","AUTO_217","clomethiazole","A110666","24306326","-","-","25.0","% ","25.0","% ","","","-","","-","","-","","-"
"ClC(=C(C1=CC=C(OCCN(CC)CC)C=C1)C2=CC=CC=C2)C3=CC=CC=C3","-","AUTO_218","Clomifene","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"ClC1=CC=2N(C3=C(CCC2C=C1)C=CC=C3)CCCN(C)C","-","AUTO_219","Clomipramine","A110666","24306326","-","-","51.0","% ","51.0","% ","","","-","","-","","-","","-"
"ClC1=CC=CC=C1C2=NCC(=O)NC3=C2C=C([N+](=O)[O-])C=C3","-","AUTO_220","Clonazepam","A110666","24306326","-","-","98.0","% ","98.0","% ","","","-","","-","","-","","-"
"ClC1=CC=CC(Cl)=C1N=C2NCCN2","-","AUTO_221","Clonidine","A110666","24306326","-","-","95.0","% ","95.0","% ","","","-","","-","","-","","-"
"ClC1=CC=CC=C1C(N2CCC=3SC=CC3C2)C(OC)=O","-","AUTO_222","Clopidogrel","A110666","24306326","-","-","50.0","% ","50.0","% ","","","-","","-","","-","","-"
"ClC1=CC2=C(NC(=O)C(N=C2C3=CC=CC=C3)C(O)=O)C=C1","-","AUTO_223","CLORAZEPATE","A110666","24306326","-","-","91.0","% ","91.0","% ","","","-","","-","","-","","-"
"ClC1=CC=CC=C1C(N2C=CN=C2)(C3=CC=CC=C3)C4=CC=CC=C4","-","AUTO_224","Clotrimazole","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"ClC1=CC=CC=C1C2=NOC(C)=C2C(=O)NC3C4SC(C)(C)C(N4C3=O)C(O)=O","-","AUTO_225","Cloxacillin","A110666","24306326","-","-","40.0","% ","40.0","% ","","","-","","-","","-","","-"
"ClC1=CC=2N=C(N3CCN(CC3)C)C4=C(NC2C=C1)C=CC=C4","-","AUTO_226","Clozapine","A110666","24306326","-","-","55.0","% ","55.0","% ","","","-","","-","","-","","-"
"O(C(=O)C1=CC=CC=C1)C2CC3N(C(CC3)C2C(OC)=O)C","-","AUTO_227","Cocaine","A110666","24306326","-","-","57.0","% ","57.0","% ","","","-","","-","","-","","-"
"O1C2C34C(C(N(CC3)C)CC5=C4C1=C(OC)C=C5)C=CC2O","-","AUTO_228","Codeine","A110666","24306326","-","-","50.0","% ","50.0","% ","","","-","","-","","-","","-"
"O(C)C1=CC=C2C(=CC1=O)C(NC(=O)C)CCC3=C2C(OC)=C(OC)C(OC)=C3","-","AUTO_229","colchicine","A110666","24306326","-","-","50.0","% ","50.0","% ","","","-","","-","","-","","-"
"S(O)(=O)(=O)CNCCC1NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCNCS(O)(=O)=O)C(O)C)CCNCS(O)(=O)=O)CCNC(=O)C(NC1=O)C(O)C)CCNCS(O)(=O)=O)CC(C)C)CC(C)C)CCNCS(O)(=O)=O","-","AUTO_230","COLISTIN","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"O=C(N1CCC=2N=C(NC2C3=C1C=CC=C3)C)C4=CC=C(NC(=O)C5=CC=CC=C5C6=CC=CC=C6)C=C4","-","AUTO_231","Conivaptan","A110666","24306326","-","-","42.0","% ","42.0","% ","","","-","","-","","-","","-"
"O=C1N(C)C(CC1)C2=CC=CN=C2","-","AUTO_232","Cotinine","A110666","24306326","-","-","97.0","% ","97.0","% ","","","-","","-","","-","","-"
"O1C2=C(C=CC1=O)C=CC=C2","-","AUTO_233","Coumarin","A110666","24306326","-","-","3.0","% ","3.0","% ","","","-","","-","","-","","-"
"N(CCC=C1C2=C(C=CC3=C1C=CC=C3)C=CC=C2)(C)C","-","AUTO_234","cyclobenzaprine","A110666","24306326","-","-","55.0","% ","55.0","% ","","","-","","-","","-","","-"
"ClC1=CC=2NC(NS(=O)(=O)C2C=C1S(=O)(=O)N)CC3CCCC3","-","AUTO_235","cyclopenthiazide","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"ClCCN(P1(OCCCN1)=O)CCCl","-","AUTO_236","Cyclophosphamide","A110666","24306326","-","-","74.0","% ","74.0","% ","","","-","","-","","-","","-"
"O1NC(=O)C(N)C1","-","AUTO_237","Cycloserine","A110666","24306326","-","-","80.0","% ","80.0","% ","","","-","","-","","-","","-"
"O=C1N(C)C(C(O)C(CC=CC)C)C(=O)NC(CC)C(=O)N(CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C)C","-","AUTO_238","cyclosporine","A110666","24306326","-","-","30.0","% ","30.0","% ","","","-","","-","","-","","-"
"ClC=1C2=CC(=O)C3C(C3)C2(C4C(C5CCC(O)(C(=O)C)C5(CC4)C)C1)C","-","AUTO_239","cyproterone","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"O1C(CO)C(O)C(O)C1N2C=CC(=NC2=O)N","-","AUTO_240","Cytarabine","A110666","24306326","-","-","20.0","% ","20.0","% ","","","-","","-","","-","","-"
"O1C(=CC=C1C=NN2CC(=O)NC2=O)C3=CC=C([N+](=O)[O-])C=C3","-","AUTO_241","DANTROLENE","A110666","24306326","-","-","70.0","% ","70.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(C1=CC=C(N)C=C1)C2=CC=C(N)C=C2","-","AUTO_242","dapsone","A110666","24306326","-","-","93.0","% ","93.0","% ","","","-","","-","","-","","-"
"O1C(C)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCCCCCCC)CC=2C=3C(NC2)=CC=CC3)CC(=O)N)CC(O)=O)C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(O)=O)C(=O)NC(C)C(=O)NC(CC(O)=O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(CC(O)=O)C)C(=O)NC(CC(=O)C4=CC=CC=C4N)C1=O","-","AUTO_243","DAPTOMYCIN","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"O1CCC2=CC(=CC=C12)CCN3CC(CC3)C(C(=O)N)(C4=CC=CC=C4)C5=CC=CC=C5","-","AUTO_244","Darifenacin","A110666","24306326","-","-","17.0","% ","17.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(N(CC(C)C)CC(O)C(NC(OC1C2CCOC2OC1)=O)CC3=CC=CC=C3)C4=CC=C(N)C=C4","-","AUTO_245","Darunavir","A110666","24306326","-","-","37.0","% ","37.0","% ","","","-","","-","","-","","-"
"ClC1=CC=CC(C)=C1NC(=O)C=2SC(=NC2)NC3=NC(=NC(N4CCN(CC4)CCO)=C3)C","-","AUTO_246","Dasatinib","A110666","24306326","-","-","15.0","% ","15.0","% ","","","-","","-","","-","","-"
"O=C1C=CC=CC1=C2NC(NN2C3=CC=C(C=C3)C(O)=O)=C4C=CC=CC4=O","-","AUTO_247","Deferasirox","A110666","24306326","-","-","70.0","% ","70.0","% ","","","-","","-","","-","","-"
